mmwrstrt	mmwrend	studywk	week	wyear	season	dvdweek	month	yearmonth
8/19/1979	8/25/1979	399	34	1979	1979\1980	197934	8	197908
8/26/1979	9/1/1979	400	35	1979	1979\1980	197935	8	197908
9/2/1979	9/8/1979	401	36	1979	1979\1980	197936	9	197909
9/9/1979	9/15/1979	402	37	1979	1979\1980	197937	9	197909
9/16/1979	9/22/1979	403	38	1979	1979\1980	197938	9	197909
9/23/1979	9/29/1979	404	39	1979	1979\1980	197939	9	197909
9/30/1979	10/6/1979	405	40	1979	1979\1980	197940	10	197910
10/7/1979	10/13/1979	406	41	1979	1979\1980	197941	10	197910
10/14/1979	10/20/1979	407	42	1979	1979\1980	197942	10	197910
10/21/1979	10/27/1979	408	43	1979	1979\1980	197943	10	197910
10/28/1979	11/3/1979	409	44	1979	1979\1980	197944	10	197910
11/4/1979	11/10/1979	410	45	1979	1979\1980	197945	11	197911
11/11/1979	11/17/1979	411	46	1979	1979\1980	197946	11	197911
11/18/1979	11/24/1979	412	47	1979	1979\1980	197947	11	197911
11/25/1979	12/1/1979	413	48	1979	1979\1980	197948	11	197911
12/2/1979	12/8/1979	414	49	1979	1979\1980	197949	12	197912
12/9/1979	12/15/1979	415	50	1979	1979\1980	197950	12	197912
12/16/1979	12/22/1979	416	51	1979	1979\1980	197951	12	197912
12/23/1979	12/29/1979	417	52	1979	1979\1980	197952	12	197912
12/30/1979	1/5/1980	418	1	1980	1979\1980	198001	1	198001
1/6/1980	1/12/1980	419	2	1980	1979\1980	198002	1	198001
1/13/1980	1/19/1980	420	3	1980	1979\1980	198003	1	198001
1/20/1980	1/26/1980	421	4	1980	1979\1980	198004	1	198001
1/27/1980	2/2/1980	422	5	1980	1979\1980	198005	1	198001
2/3/1980	2/9/1980	423	6	1980	1979\1980	198006	2	198002
2/10/1980	2/16/1980	424	7	1980	1979\1980	198007	2	198002
2/17/1980	2/23/1980	425	8	1980	1979\1980	198008	2	198002
2/24/1980	3/1/1980	426	9	1980	1979\1980	198009	2	198002
3/2/1980	3/8/1980	427	10	1980	1979\1980	198010	3	198003
3/9/1980	3/15/1980	428	11	1980	1979\1980	198011	3	198003
3/16/1980	3/22/1980	429	12	1980	1979\1980	198012	3	198003
3/23/1980	3/29/1980	430	13	1980	1979\1980	198013	3	198003
3/30/1980	4/5/1980	431	14	1980	1979\1980	198014	4	198004
4/6/1980	4/12/1980	432	15	1980	1979\1980	198015	4	198004
4/13/1980	4/19/1980	433	16	1980	1979\1980	198016	4	198004
4/20/1980	4/26/1980	434	17	1980	1979\1980	198017	4	198004
4/27/1980	5/3/1980	435	18	1980	1979\1980	198018	4	198004
5/4/1980	5/10/1980	436	19	1980	1979\1980	198019	5	198005
5/11/1980	5/17/1980	437	20	1980	1979\1980	198020	5	198005
5/18/1980	5/24/1980	438	21	1980	1979\1980	198021	5	198005
5/25/1980	5/31/1980	439	22	1980	1979\1980	198022	5	198005
6/1/1980	6/7/1980	440	23	1980	1979\1980	198023	6	198006
6/8/1980	6/14/1980	441	24	1980	1979\1980	198024	6	198006
6/15/1980	6/21/1980	442	25	1980	1979\1980	198025	6	198006
6/22/1980	6/28/1980	443	26	1980	1979\1980	198026	6	198006
6/29/1980	7/5/1980	444	27	1980	1980\1981	198027	7	198007
7/6/1980	7/12/1980	445	28	1980	1980\1981	198028	7	198007
7/13/1980	7/19/1980	446	29	1980	1980\1981	198029	7	198007
7/20/1980	7/26/1980	447	30	1980	1980\1981	198030	7	198007
7/27/1980	8/2/1980	448	31	1980	1980\1981	198031	7	198007
8/3/1980	8/9/1980	449	32	1980	1980\1981	198032	8	198008
8/10/1980	8/16/1980	450	33	1980	1980\1981	198033	8	198008
8/17/1980	8/23/1980	451	34	1980	1980\1981	198034	8	198008
8/24/1980	8/30/1980	452	35	1980	1980\1981	198035	8	198008
8/31/1980	9/6/1980	453	36	1980	1980\1981	198036	9	198009
9/7/1980	9/13/1980	454	37	1980	1980\1981	198037	9	198009
9/14/1980	9/20/1980	455	38	1980	1980\1981	198038	9	198009
9/21/1980	9/27/1980	456	39	1980	1980\1981	198039	9	198009
9/28/1980	10/4/1980	457	40	1980	1980\1981	198040	10	198010
10/5/1980	10/11/1980	458	41	1980	1980\1981	198041	10	198010
10/12/1980	10/18/1980	459	42	1980	1980\1981	198042	10	198010
10/19/1980	10/25/1980	460	43	1980	1980\1981	198043	10	198010
10/26/1980	11/1/1980	461	44	1980	1980\1981	198044	10	198010
11/2/1980	11/8/1980	462	45	1980	1980\1981	198045	11	198011
11/9/1980	11/15/1980	463	46	1980	1980\1981	198046	11	198011
11/16/1980	11/22/1980	464	47	1980	1980\1981	198047	11	198011
11/23/1980	11/29/1980	465	48	1980	1980\1981	198048	11	198011
11/30/1980	12/6/1980	466	49	1980	1980\1981	198049	12	198012
12/7/1980	12/13/1980	467	50	1980	1980\1981	198050	12	198012
12/14/1980	12/20/1980	468	51	1980	1980\1981	198051	12	198012
12/21/1980	12/27/1980	469	52	1980	1980\1981	198052	12	198012
12/28/1980	1/3/1981	470	53	1980	1980\1981	198053	12	198012
1/4/1981	1/10/1981	471	1	1981	1980\1981	198101	1	198101
1/11/1981	1/17/1981	472	2	1981	1980\1981	198102	1	198101
1/18/1981	1/24/1981	473	3	1981	1980\1981	198103	1	198101
1/25/1981	1/31/1981	474	4	1981	1980\1981	198104	1	198101
2/1/1981	2/7/1981	475	5	1981	1980\1981	198105	2	198102
2/8/1981	2/14/1981	476	6	1981	1980\1981	198106	2	198102
2/15/1981	2/21/1981	477	7	1981	1980\1981	198107	2	198102
2/22/1981	2/28/1981	478	8	1981	1980\1981	198108	2	198102
3/1/1981	3/7/1981	479	9	1981	1980\1981	198109	3	198103
3/8/1981	3/14/1981	480	10	1981	1980\1981	198110	3	198103
3/15/1981	3/21/1981	481	11	1981	1980\1981	198111	3	198103
3/22/1981	3/28/1981	482	12	1981	1980\1981	198112	3	198103
3/29/1981	4/4/1981	483	13	1981	1980\1981	198113	4	198104
4/5/1981	4/11/1981	484	14	1981	1980\1981	198114	4	198104
4/12/1981	4/18/1981	485	15	1981	1980\1981	198115	4	198104
4/19/1981	4/25/1981	486	16	1981	1980\1981	198116	4	198104
4/26/1981	5/2/1981	487	17	1981	1980\1981	198117	4	198104
5/3/1981	5/9/1981	488	18	1981	1980\1981	198118	5	198105
5/10/1981	5/16/1981	489	19	1981	1980\1981	198119	5	198105
5/17/1981	5/23/1981	490	20	1981	1980\1981	198120	5	198105
5/24/1981	5/30/1981	491	21	1981	1980\1981	198121	5	198105
5/31/1981	6/6/1981	492	22	1981	1980\1981	198122	6	198106
6/7/1981	6/13/1981	493	23	1981	1980\1981	198123	6	198106
6/14/1981	6/20/1981	494	24	1981	1980\1981	198124	6	198106
6/21/1981	6/27/1981	495	25	1981	1980\1981	198125	6	198106
6/28/1981	7/4/1981	496	26	1981	1981\1982	198126	7	198107
7/5/1981	7/11/1981	497	27	1981	1981\1982	198127	7	198107
7/12/1981	7/18/1981	498	28	1981	1981\1982	198128	7	198107
7/19/1981	7/25/1981	499	29	1981	1981\1982	198129	7	198107
7/26/1981	8/1/1981	500	30	1981	1981\1982	198130	7	198107
8/2/1981	8/8/1981	501	31	1981	1981\1982	198131	8	198108
8/9/1981	8/15/1981	502	32	1981	1981\1982	198132	8	198108
8/16/1981	8/22/1981	503	33	1981	1981\1982	198133	8	198108
8/23/1981	8/29/1981	504	34	1981	1981\1982	198134	8	198108
8/30/1981	9/5/1981	505	35	1981	1981\1982	198135	9	198109
9/6/1981	9/12/1981	506	36	1981	1981\1982	198136	9	198109
9/13/1981	9/19/1981	507	37	1981	1981\1982	198137	9	198109
9/20/1981	9/26/1981	508	38	1981	1981\1982	198138	9	198109
9/27/1981	10/3/1981	509	39	1981	1981\1982	198139	9	198109
10/4/1981	10/10/1981	510	40	1981	1981\1982	198140	10	198110
10/11/1981	10/17/1981	511	41	1981	1981\1982	198141	10	198110
10/18/1981	10/24/1981	512	42	1981	1981\1982	198142	10	198110
10/25/1981	10/31/1981	513	43	1981	1981\1982	198143	10	198110
11/1/1981	11/7/1981	514	44	1981	1981\1982	198144	11	198111
11/8/1981	11/14/1981	515	45	1981	1981\1982	198145	11	198111
11/15/1981	11/21/1981	516	46	1981	1981\1982	198146	11	198111
11/22/1981	11/28/1981	517	47	1981	1981\1982	198147	11	198111
11/29/1981	12/5/1981	518	48	1981	1981\1982	198148	12	198112
12/6/1981	12/12/1981	519	49	1981	1981\1982	198149	12	198112
12/13/1981	12/19/1981	520	50	1981	1981\1982	198150	12	198112
12/20/1981	12/26/1981	521	51	1981	1981\1982	198151	12	198112
12/27/1981	1/2/1982	522	52	1981	1981\1982	198152	12	198112
1/3/1982	1/9/1982	523	1	1982	1981\1982	198201	1	198201
1/10/1982	1/16/1982	524	2	1982	1981\1982	198202	1	198201
1/17/1982	1/23/1982	525	3	1982	1981\1982	198203	1	198201
1/24/1982	1/30/1982	526	4	1982	1981\1982	198204	1	198201
1/31/1982	2/6/1982	527	5	1982	1981\1982	198205	2	198202
2/7/1982	2/13/1982	528	6	1982	1981\1982	198206	2	198202
2/14/1982	2/20/1982	529	7	1982	1981\1982	198207	2	198202
2/21/1982	2/27/1982	530	8	1982	1981\1982	198208	2	198202
2/28/1982	3/6/1982	531	9	1982	1981\1982	198209	3	198203
3/7/1982	3/13/1982	532	10	1982	1981\1982	198210	3	198203
3/14/1982	3/20/1982	533	11	1982	1981\1982	198211	3	198203
3/21/1982	3/27/1982	534	12	1982	1981\1982	198212	3	198203
3/28/1982	4/3/1982	535	13	1982	1981\1982	198213	3	198203
4/4/1982	4/10/1982	536	14	1982	1981\1982	198214	4	198204
4/11/1982	4/17/1982	537	15	1982	1981\1982	198215	4	198204
4/18/1982	4/24/1982	538	16	1982	1981\1982	198216	4	198204
4/25/1982	5/1/1982	539	17	1982	1981\1982	198217	4	198204
5/2/1982	5/8/1982	540	18	1982	1981\1982	198218	5	198205
5/9/1982	5/15/1982	541	19	1982	1981\1982	198219	5	198205
5/16/1982	5/22/1982	542	20	1982	1981\1982	198220	5	198205
5/23/1982	5/29/1982	543	21	1982	1981\1982	198221	5	198205
5/30/1982	6/5/1982	544	22	1982	1981\1982	198222	6	198206
6/6/1982	6/12/1982	545	23	1982	1981\1982	198223	6	198206
6/13/1982	6/19/1982	546	24	1982	1981\1982	198224	6	198206
6/20/1982	6/26/1982	547	25	1982	1981\1982	198225	6	198206
6/27/1982	7/3/1982	548	26	1982	1981\1982	198226	6	198206
7/4/1982	7/10/1982	549	27	1982	1982\1983	198227	7	198207
7/11/1982	7/17/1982	550	28	1982	1982\1983	198228	7	198207
7/18/1982	7/24/1982	551	29	1982	1982\1983	198229	7	198207
7/25/1982	7/31/1982	552	30	1982	1982\1983	198230	7	198207
8/1/1982	8/7/1982	553	31	1982	1982\1983	198231	8	198208
8/8/1982	8/14/1982	554	32	1982	1982\1983	198232	8	198208
8/15/1982	8/21/1982	555	33	1982	1982\1983	198233	8	198208
8/22/1982	8/28/1982	556	34	1982	1982\1983	198234	8	198208
8/29/1982	9/4/1982	557	35	1982	1982\1983	198235	9	198209
9/5/1982	9/11/1982	558	36	1982	1982\1983	198236	9	198209
9/12/1982	9/18/1982	559	37	1982	1982\1983	198237	9	198209
9/19/1982	9/25/1982	560	38	1982	1982\1983	198238	9	198209
9/26/1982	10/2/1982	561	39	1982	1982\1983	198239	9	198209
10/3/1982	10/9/1982	562	40	1982	1982\1983	198240	10	198210
10/10/1982	10/16/1982	563	41	1982	1982\1983	198241	10	198210
10/17/1982	10/23/1982	564	42	1982	1982\1983	198242	10	198210
10/24/1982	10/30/1982	565	43	1982	1982\1983	198243	10	198210
10/31/1982	11/6/1982	566	44	1982	1982\1983	198244	11	198211
11/7/1982	11/13/1982	567	45	1982	1982\1983	198245	11	198211
11/14/1982	11/20/1982	568	46	1982	1982\1983	198246	11	198211
11/21/1982	11/27/1982	569	47	1982	1982\1983	198247	11	198211
11/28/1982	12/4/1982	570	48	1982	1982\1983	198248	12	198212
12/5/1982	12/11/1982	571	49	1982	1982\1983	198249	12	198212
12/12/1982	12/18/1982	572	50	1982	1982\1983	198250	12	198212
12/19/1982	12/25/1982	573	51	1982	1982\1983	198251	12	198212
12/26/1982	1/1/1983	574	52	1982	1982\1983	198252	12	198212
1/2/1983	1/8/1983	575	1	1983	1982\1983	198301	1	198301
1/9/1983	1/15/1983	576	2	1983	1982\1983	198302	1	198301
1/16/1983	1/22/1983	577	3	1983	1982\1983	198303	1	198301
1/23/1983	1/29/1983	578	4	1983	1982\1983	198304	1	198301
1/30/1983	2/5/1983	579	5	1983	1982\1983	198305	2	198302
2/6/1983	2/12/1983	580	6	1983	1982\1983	198306	2	198302
2/13/1983	2/19/1983	581	7	1983	1982\1983	198307	2	198302
2/20/1983	2/26/1983	582	8	1983	1982\1983	198308	2	198302
2/27/1983	3/5/1983	583	9	1983	1982\1983	198309	3	198303
3/6/1983	3/12/1983	584	10	1983	1982\1983	198310	3	198303
3/13/1983	3/19/1983	585	11	1983	1982\1983	198311	3	198303
3/20/1983	3/26/1983	586	12	1983	1982\1983	198312	3	198303
3/27/1983	4/2/1983	587	13	1983	1982\1983	198313	3	198303
4/3/1983	4/9/1983	588	14	1983	1982\1983	198314	4	198304
4/10/1983	4/16/1983	589	15	1983	1982\1983	198315	4	198304
4/17/1983	4/23/1983	590	16	1983	1982\1983	198316	4	198304
4/24/1983	4/30/1983	591	17	1983	1982\1983	198317	4	198304
5/1/1983	5/7/1983	592	18	1983	1982\1983	198318	5	198305
5/8/1983	5/14/1983	593	19	1983	1982\1983	198319	5	198305
5/15/1983	5/21/1983	594	20	1983	1982\1983	198320	5	198305
5/22/1983	5/28/1983	595	21	1983	1982\1983	198321	5	198305
5/29/1983	6/4/1983	596	22	1983	1982\1983	198322	6	198306
6/5/1983	6/11/1983	597	23	1983	1982\1983	198323	6	198306
6/12/1983	6/18/1983	598	24	1983	1982\1983	198324	6	198306
6/19/1983	6/25/1983	599	25	1983	1982\1983	198325	6	198306
6/26/1983	7/2/1983	600	26	1983	1982\1983	198326	6	198306
7/3/1983	7/9/1983	601	27	1983	1983\1984	198327	7	198307
7/10/1983	7/16/1983	602	28	1983	1983\1984	198328	7	198307
7/17/1983	7/23/1983	603	29	1983	1983\1984	198329	7	198307
7/24/1983	7/30/1983	604	30	1983	1983\1984	198330	7	198307
7/31/1983	8/6/1983	605	31	1983	1983\1984	198331	8	198308
8/7/1983	8/13/1983	606	32	1983	1983\1984	198332	8	198308
8/14/1983	8/20/1983	607	33	1983	1983\1984	198333	8	198308
8/21/1983	8/27/1983	608	34	1983	1983\1984	198334	8	198308
8/28/1983	9/3/1983	609	35	1983	1983\1984	198335	8	198308
9/4/1983	9/10/1983	610	36	1983	1983\1984	198336	9	198309
9/11/1983	9/17/1983	611	37	1983	1983\1984	198337	9	198309
9/18/1983	9/24/1983	612	38	1983	1983\1984	198338	9	198309
9/25/1983	10/1/1983	613	39	1983	1983\1984	198339	9	198309
10/2/1983	10/8/1983	614	40	1983	1983\1984	198340	10	198310
10/9/1983	10/15/1983	615	41	1983	1983\1984	198341	10	198310
10/16/1983	10/22/1983	616	42	1983	1983\1984	198342	10	198310
10/23/1983	10/29/1983	617	43	1983	1983\1984	198343	10	198310
10/30/1983	11/5/1983	618	44	1983	1983\1984	198344	11	198311
11/6/1983	11/12/1983	619	45	1983	1983\1984	198345	11	198311
11/13/1983	11/19/1983	620	46	1983	1983\1984	198346	11	198311
11/20/1983	11/26/1983	621	47	1983	1983\1984	198347	11	198311
11/27/1983	12/3/1983	622	48	1983	1983\1984	198348	11	198311
12/4/1983	12/10/1983	623	49	1983	1983\1984	198349	12	198312
12/11/1983	12/17/1983	624	50	1983	1983\1984	198350	12	198312
12/18/1983	12/24/1983	625	51	1983	1983\1984	198351	12	198312
12/25/1983	12/31/1983	626	52	1983	1983\1984	198352	12	198312
1/1/1984	1/7/1984	627	1	1984	1983\1984	198401	1	198401
1/8/1984	1/14/1984	628	2	1984	1983\1984	198402	1	198401
1/15/1984	1/21/1984	629	3	1984	1983\1984	198403	1	198401
1/22/1984	1/28/1984	630	4	1984	1983\1984	198404	1	198401
1/29/1984	2/4/1984	631	5	1984	1983\1984	198405	2	198402
2/5/1984	2/11/1984	632	6	1984	1983\1984	198406	2	198402
2/12/1984	2/18/1984	633	7	1984	1983\1984	198407	2	198402
2/19/1984	2/25/1984	634	8	1984	1983\1984	198408	2	198402
2/26/1984	3/3/1984	635	9	1984	1983\1984	198409	2	198402
3/4/1984	3/10/1984	636	10	1984	1983\1984	198410	3	198403
3/11/1984	3/17/1984	637	11	1984	1983\1984	198411	3	198403
3/18/1984	3/24/1984	638	12	1984	1983\1984	198412	3	198403
3/25/1984	3/31/1984	639	13	1984	1983\1984	198413	3	198403
4/1/1984	4/7/1984	640	14	1984	1983\1984	198414	4	198404
4/8/1984	4/14/1984	641	15	1984	1983\1984	198415	4	198404
4/15/1984	4/21/1984	642	16	1984	1983\1984	198416	4	198404
4/22/1984	4/28/1984	643	17	1984	1983\1984	198417	4	198404
4/29/1984	5/5/1984	644	18	1984	1983\1984	198418	5	198405
5/6/1984	5/12/1984	645	19	1984	1983\1984	198419	5	198405
5/13/1984	5/19/1984	646	20	1984	1983\1984	198420	5	198405
5/20/1984	5/26/1984	647	21	1984	1983\1984	198421	5	198405
5/27/1984	6/2/1984	648	22	1984	1983\1984	198422	5	198405
6/3/1984	6/9/1984	649	23	1984	1983\1984	198423	6	198406
6/10/1984	6/16/1984	650	24	1984	1983\1984	198424	6	198406
6/17/1984	6/23/1984	651	25	1984	1983\1984	198425	6	198406
6/24/1984	6/30/1984	652	26	1984	1983\1984	198426	6	198406
7/1/1984	7/7/1984	653	27	1984	1984\1985	198427	7	198407
7/8/1984	7/14/1984	654	28	1984	1984\1985	198428	7	198407
7/15/1984	7/21/1984	655	29	1984	1984\1985	198429	7	198407
7/22/1984	7/28/1984	656	30	1984	1984\1985	198430	7	198407
7/29/1984	8/4/1984	657	31	1984	1984\1985	198431	8	198408
8/5/1984	8/11/1984	658	32	1984	1984\1985	198432	8	198408
8/12/1984	8/18/1984	659	33	1984	1984\1985	198433	8	198408
8/19/1984	8/25/1984	660	34	1984	1984\1985	198434	8	198408
8/26/1984	9/1/1984	661	35	1984	1984\1985	198435	8	198408
9/2/1984	9/8/1984	662	36	1984	1984\1985	198436	9	198409
9/9/1984	9/15/1984	663	37	1984	1984\1985	198437	9	198409
9/16/1984	9/22/1984	664	38	1984	1984\1985	198438	9	198409
9/23/1984	9/29/1984	665	39	1984	1984\1985	198439	9	198409
9/30/1984	10/6/1984	666	40	1984	1984\1985	198440	10	198410
10/7/1984	10/13/1984	667	41	1984	1984\1985	198441	10	198410
10/14/1984	10/20/1984	668	42	1984	1984\1985	198442	10	198410
10/21/1984	10/27/1984	669	43	1984	1984\1985	198443	10	198410
10/28/1984	11/3/1984	670	44	1984	1984\1985	198444	10	198410
11/4/1984	11/10/1984	671	45	1984	1984\1985	198445	11	198411
11/11/1984	11/17/1984	672	46	1984	1984\1985	198446	11	198411
11/18/1984	11/24/1984	673	47	1984	1984\1985	198447	11	198411
11/25/1984	12/1/1984	674	48	1984	1984\1985	198448	11	198411
12/2/1984	12/8/1984	675	49	1984	1984\1985	198449	12	198412
12/9/1984	12/15/1984	676	50	1984	1984\1985	198450	12	198412
12/16/1984	12/22/1984	677	51	1984	1984\1985	198451	12	198412
12/23/1984	12/29/1984	678	52	1984	1984\1985	198452	12	198412
12/30/1984	1/5/1985	679	1	1985	1984\1985	198501	1	198501
1/6/1985	1/12/1985	680	2	1985	1984\1985	198502	1	198501
1/13/1985	1/19/1985	681	3	1985	1984\1985	198503	1	198501
1/20/1985	1/26/1985	682	4	1985	1984\1985	198504	1	198501
1/27/1985	2/2/1985	683	5	1985	1984\1985	198505	1	198501
2/3/1985	2/9/1985	684	6	1985	1984\1985	198506	2	198502
2/10/1985	2/16/1985	685	7	1985	1984\1985	198507	2	198502
2/17/1985	2/23/1985	686	8	1985	1984\1985	198508	2	198502
2/24/1985	3/2/1985	687	9	1985	1984\1985	198509	2	198502
3/3/1985	3/9/1985	688	10	1985	1984\1985	198510	3	198503
3/10/1985	3/16/1985	689	11	1985	1984\1985	198511	3	198503
3/17/1985	3/23/1985	690	12	1985	1984\1985	198512	3	198503
3/24/1985	3/30/1985	691	13	1985	1984\1985	198513	3	198503
3/31/1985	4/6/1985	692	14	1985	1984\1985	198514	4	198504
4/7/1985	4/13/1985	693	15	1985	1984\1985	198515	4	198504
4/14/1985	4/20/1985	694	16	1985	1984\1985	198516	4	198504
4/21/1985	4/27/1985	695	17	1985	1984\1985	198517	4	198504
4/28/1985	5/4/1985	696	18	1985	1984\1985	198518	5	198505
5/5/1985	5/11/1985	697	19	1985	1984\1985	198519	5	198505
5/12/1985	5/18/1985	698	20	1985	1984\1985	198520	5	198505
5/19/1985	5/25/1985	699	21	1985	1984\1985	198521	5	198505
5/26/1985	6/1/1985	700	22	1985	1984\1985	198522	5	198505
6/2/1985	6/8/1985	701	23	1985	1984\1985	198523	6	198506
6/9/1985	6/15/1985	702	24	1985	1984\1985	198524	6	198506
6/16/1985	6/22/1985	703	25	1985	1984\1985	198525	6	198506
6/23/1985	6/29/1985	704	26	1985	1984\1985	198526	6	198506
6/30/1985	7/6/1985	705	27	1985	1985\1986	198527	7	198507
7/7/1985	7/13/1985	706	28	1985	1985\1986	198528	7	198507
7/14/1985	7/20/1985	707	29	1985	1985\1986	198529	7	198507
7/21/1985	7/27/1985	708	30	1985	1985\1986	198530	7	198507
7/28/1985	8/3/1985	709	31	1985	1985\1986	198531	7	198507
8/4/1985	8/10/1985	710	32	1985	1985\1986	198532	8	198508
8/11/1985	8/17/1985	711	33	1985	1985\1986	198533	8	198508
8/18/1985	8/24/1985	712	34	1985	1985\1986	198534	8	198508
8/25/1985	8/31/1985	713	35	1985	1985\1986	198535	8	198508
9/1/1985	9/7/1985	714	36	1985	1985\1986	198536	9	198509
9/8/1985	9/14/1985	715	37	1985	1985\1986	198537	9	198509
9/15/1985	9/21/1985	716	38	1985	1985\1986	198538	9	198509
9/22/1985	9/28/1985	717	39	1985	1985\1986	198539	9	198509
9/29/1985	10/5/1985	718	40	1985	1985\1986	198540	10	198510
10/6/1985	10/12/1985	719	41	1985	1985\1986	198541	10	198510
10/13/1985	10/19/1985	720	42	1985	1985\1986	198542	10	198510
10/20/1985	10/26/1985	721	43	1985	1985\1986	198543	10	198510
10/27/1985	11/2/1985	722	44	1985	1985\1986	198544	10	198510
11/3/1985	11/9/1985	723	45	1985	1985\1986	198545	11	198511
11/10/1985	11/16/1985	724	46	1985	1985\1986	198546	11	198511
11/17/1985	11/23/1985	725	47	1985	1985\1986	198547	11	198511
11/24/1985	11/30/1985	726	48	1985	1985\1986	198548	11	198511
12/1/1985	12/7/1985	727	49	1985	1985\1986	198549	12	198512
12/8/1985	12/14/1985	728	50	1985	1985\1986	198550	12	198512
12/15/1985	12/21/1985	729	51	1985	1985\1986	198551	12	198512
12/22/1985	12/28/1985	730	52	1985	1985\1986	198552	12	198512
12/29/1985	1/4/1986	731	1	1986	1985\1986	198601	1	198601
1/5/1986	1/11/1986	732	2	1986	1985\1986	198602	1	198601
1/12/1986	1/18/1986	733	3	1986	1985\1986	198603	1	198601
1/19/1986	1/25/1986	734	4	1986	1985\1986	198604	1	198601
1/26/1986	2/1/1986	735	5	1986	1985\1986	198605	1	198601
2/2/1986	2/8/1986	736	6	1986	1985\1986	198606	2	198602
2/9/1986	2/15/1986	737	7	1986	1985\1986	198607	2	198602
2/16/1986	2/22/1986	738	8	1986	1985\1986	198608	2	198602
2/23/1986	3/1/1986	739	9	1986	1985\1986	198609	2	198602
3/2/1986	3/8/1986	740	10	1986	1985\1986	198610	3	198603
3/9/1986	3/15/1986	741	11	1986	1985\1986	198611	3	198603
3/16/1986	3/22/1986	742	12	1986	1985\1986	198612	3	198603
3/23/1986	3/29/1986	743	13	1986	1985\1986	198613	3	198603
3/30/1986	4/5/1986	744	14	1986	1985\1986	198614	4	198604
4/6/1986	4/12/1986	745	15	1986	1985\1986	198615	4	198604
4/13/1986	4/19/1986	746	16	1986	1985\1986	198616	4	198604
4/20/1986	4/26/1986	747	17	1986	1985\1986	198617	4	198604
4/27/1986	5/3/1986	748	18	1986	1985\1986	198618	4	198604
5/4/1986	5/10/1986	749	19	1986	1985\1986	198619	5	198605
5/11/1986	5/17/1986	750	20	1986	1985\1986	198620	5	198605
5/18/1986	5/24/1986	751	21	1986	1985\1986	198621	5	198605
5/25/1986	5/31/1986	752	22	1986	1985\1986	198622	5	198605
6/1/1986	6/7/1986	753	23	1986	1985\1986	198623	6	198606
6/8/1986	6/14/1986	754	24	1986	1985\1986	198624	6	198606
6/15/1986	6/21/1986	755	25	1986	1985\1986	198625	6	198606
6/22/1986	6/28/1986	756	26	1986	1985\1986	198626	6	198606
6/29/1986	7/5/1986	757	27	1986	1986\1987	198627	7	198607
7/6/1986	7/12/1986	758	28	1986	1986\1987	198628	7	198607
7/13/1986	7/19/1986	759	29	1986	1986\1987	198629	7	198607
7/20/1986	7/26/1986	760	30	1986	1986\1987	198630	7	198607
7/27/1986	8/2/1986	761	31	1986	1986\1987	198631	7	198607
8/3/1986	8/9/1986	762	32	1986	1986\1987	198632	8	198608
8/10/1986	8/16/1986	763	33	1986	1986\1987	198633	8	198608
8/17/1986	8/23/1986	764	34	1986	1986\1987	198634	8	198608
8/24/1986	8/30/1986	765	35	1986	1986\1987	198635	8	198608
8/31/1986	9/6/1986	766	36	1986	1986\1987	198636	9	198609
9/7/1986	9/13/1986	767	37	1986	1986\1987	198637	9	198609
9/14/1986	9/20/1986	768	38	1986	1986\1987	198638	9	198609
9/21/1986	9/27/1986	769	39	1986	1986\1987	198639	9	198609
9/28/1986	10/4/1986	770	40	1986	1986\1987	198640	10	198610
10/5/1986	10/11/1986	771	41	1986	1986\1987	198641	10	198610
10/12/1986	10/18/1986	772	42	1986	1986\1987	198642	10	198610
10/19/1986	10/25/1986	773	43	1986	1986\1987	198643	10	198610
10/26/1986	11/1/1986	774	44	1986	1986\1987	198644	10	198610
11/2/1986	11/8/1986	775	45	1986	1986\1987	198645	11	198611
11/9/1986	11/15/1986	776	46	1986	1986\1987	198646	11	198611
11/16/1986	11/22/1986	777	47	1986	1986\1987	198647	11	198611
11/23/1986	11/29/1986	778	48	1986	1986\1987	198648	11	198611
11/30/1986	12/6/1986	779	49	1986	1986\1987	198649	12	198612
12/7/1986	12/13/1986	780	50	1986	1986\1987	198650	12	198612
12/14/1986	12/20/1986	781	51	1986	1986\1987	198651	12	198612
12/21/1986	12/27/1986	782	52	1986	1986\1987	198652	12	198612
12/28/1986	1/3/1987	783	53	1986	1986\1987	198653	12	198612
1/4/1987	1/10/1987	784	1	1987	1986\1987	198701	1	198701
1/11/1987	1/17/1987	785	2	1987	1986\1987	198702	1	198701
1/18/1987	1/24/1987	786	3	1987	1986\1987	198703	1	198701
1/25/1987	1/31/1987	787	4	1987	1986\1987	198704	1	198701
2/1/1987	2/7/1987	788	5	1987	1986\1987	198705	2	198702
2/8/1987	2/14/1987	789	6	1987	1986\1987	198706	2	198702
2/15/1987	2/21/1987	790	7	1987	1986\1987	198707	2	198702
2/22/1987	2/28/1987	791	8	1987	1986\1987	198708	2	198702
3/1/1987	3/7/1987	792	9	1987	1986\1987	198709	3	198703
3/8/1987	3/14/1987	793	10	1987	1986\1987	198710	3	198703
3/15/1987	3/21/1987	794	11	1987	1986\1987	198711	3	198703
3/22/1987	3/28/1987	795	12	1987	1986\1987	198712	3	198703
3/29/1987	4/4/1987	796	13	1987	1986\1987	198713	4	198704
