"Notes"	"State"	"State Code"	"Age Group"	"Age Group Code"	"Yearly July 1st Estimates"	"Yearly July 1st Estimates Code"	Population
	"Minnesota"	"27"	"50 to 54"	"50 to 54"	"2010"	"2010"	403028
	"Minnesota"	"27"	"50 to 54"	"50 to 54"	"2011"	"2011"	409388
	"Minnesota"	"27"	"50 to 54"	"50 to 54"	"2012"	"2012"	409787
	"Minnesota"	"27"	"50 to 54"	"50 to 54"	"2013"	"2013"	408388
	"Minnesota"	"27"	"50 to 54"	"50 to 54"	"2014"	"2014"	404152
	"Minnesota"	"27"	"50 to 54"	"50 to 54"	"2015"	"2015"	394615
	"Minnesota"	"27"	"50 to 54"	"50 to 54"	"2016"	"2016"	381228
	"Minnesota"	"27"	"50 to 54"	"50 to 54"	"2017"	"2017"	367999
"Total"	"Minnesota"	"27"	"50 to 54"	"50 to 54"			3178585
	"Minnesota"	"27"	"55 to 59"	"55 to 59"	"2010"	"2010"	352062
	"Minnesota"	"27"	"55 to 59"	"55 to 59"	"2011"	"2011"	360778
	"Minnesota"	"27"	"55 to 59"	"55 to 59"	"2012"	"2012"	369178
	"Minnesota"	"27"	"55 to 59"	"55 to 59"	"2013"	"2013"	377579
	"Minnesota"	"27"	"55 to 59"	"55 to 59"	"2014"	"2014"	384178
	"Minnesota"	"27"	"55 to 59"	"55 to 59"	"2015"	"2015"	390958
	"Minnesota"	"27"	"55 to 59"	"55 to 59"	"2016"	"2016"	396519
	"Minnesota"	"27"	"55 to 59"	"55 to 59"	"2017"	"2017"	397170
"Total"	"Minnesota"	"27"	"55 to 59"	"55 to 59"			3028422
	"Minnesota"	"27"	"60 to 64 "	"60 to 64"	"2010"	"2010"	283586
	"Minnesota"	"27"	"60 to 64 "	"60 to 64"	"2011"	"2011"	302201
	"Minnesota"	"27"	"60 to 64 "	"60 to 64"	"2012"	"2012"	307506
	"Minnesota"	"27"	"60 to 64 "	"60 to 64"	"2013"	"2013"	316828
	"Minnesota"	"27"	"60 to 64 "	"60 to 64"	"2014"	"2014"	326871
	"Minnesota"	"27"	"60 to 64 "	"60 to 64"	"2015"	"2015"	335924
	"Minnesota"	"27"	"60 to 64 "	"60 to 64"	"2016"	"2016"	343488
	"Minnesota"	"27"	"60 to 64 "	"60 to 64"	"2017"	"2017"	351858
"Total"	"Minnesota"	"27"	"60 to 64 "	"60 to 64"			2568262
	"Minnesota"	"27"	"65 to 69"	"65 to 69"	"2010"	"2010"	203804
	"Minnesota"	"27"	"65 to 69"	"65 to 69"	"2011"	"2011"	208731
	"Minnesota"	"27"	"65 to 69"	"65 to 69"	"2012"	"2012"	227058
	"Minnesota"	"27"	"65 to 69"	"65 to 69"	"2013"	"2013"	237343
	"Minnesota"	"27"	"65 to 69"	"65 to 69"	"2014"	"2014"	250004
	"Minnesota"	"27"	"65 to 69"	"65 to 69"	"2015"	"2015"	264319
	"Minnesota"	"27"	"65 to 69"	"65 to 69"	"2016"	"2016"	281304
	"Minnesota"	"27"	"65 to 69"	"65 to 69"	"2017"	"2017"	286348
"Total"	"Minnesota"	"27"	"65 to 69"	"65 to 69"			1958911
	"Minnesota"	"27"	"70 to 74"	"70 to 74"	"2010"	"2010"	152916
	"Minnesota"	"27"	"70 to 74"	"70 to 74"	"2011"	"2011"	157713
	"Minnesota"	"27"	"70 to 74"	"70 to 74"	"2012"	"2012"	163981
	"Minnesota"	"27"	"70 to 74"	"70 to 74"	"2013"	"2013"	173951
	"Minnesota"	"27"	"70 to 74"	"70 to 74"	"2014"	"2014"	180682
	"Minnesota"	"27"	"70 to 74"	"70 to 74"	"2015"	"2015"	186201
	"Minnesota"	"27"	"70 to 74"	"70 to 74"	"2016"	"2016"	190433
	"Minnesota"	"27"	"70 to 74"	"70 to 74"	"2017"	"2017"	206757
"Total"	"Minnesota"	"27"	"70 to 74"	"70 to 74"			1412634
	"Minnesota"	"27"	"75 to 79"	"75 to 79"	"2010"	"2010"	122077
	"Minnesota"	"27"	"75 to 79"	"75 to 79"	"2011"	"2011"	123070
	"Minnesota"	"27"	"75 to 79"	"75 to 79"	"2012"	"2012"	124636
	"Minnesota"	"27"	"75 to 79"	"75 to 79"	"2013"	"2013"	127437
	"Minnesota"	"27"	"75 to 79"	"75 to 79"	"2014"	"2014"	131494
	"Minnesota"	"27"	"75 to 79"	"75 to 79"	"2015"	"2015"	134814
	"Minnesota"	"27"	"75 to 79"	"75 to 79"	"2016"	"2016"	138698
	"Minnesota"	"27"	"75 to 79"	"75 to 79"	"2017"	"2017"	144373
"Total"	"Minnesota"	"27"	"75 to 79"	"75 to 79"			1046599
	"Minnesota"	"27"	"80 to 84"	"80 to 84"	"2010"	"2010"	100092
	"Minnesota"	"27"	"80 to 84"	"80 to 84"	"2011"	"2011"	100070
	"Minnesota"	"27"	"80 to 84"	"80 to 84"	"2012"	"2012"	100116
	"Minnesota"	"27"	"80 to 84"	"80 to 84"	"2013"	"2013"	99491
	"Minnesota"	"27"	"80 to 84"	"80 to 84"	"2014"	"2014"	99051
	"Minnesota"	"27"	"80 to 84"	"80 to 84"	"2015"	"2015"	99181
	"Minnesota"	"27"	"80 to 84"	"80 to 84"	"2016"	"2016"	100545
	"Minnesota"	"27"	"80 to 84"	"80 to 84"	"2017"	"2017"	102161
"Total"	"Minnesota"	"27"	"80 to 84"	"80 to 84"			800707
	"Minnesota"	"27"	"85+"	"85+"	"2010"	"2010"	107431
	"Minnesota"	"27"	"85+"	"85+"	"2011"	"2011"	109528
	"Minnesota"	"27"	"85+"	"85+"	"2012"	"2012"	112404
	"Minnesota"	"27"	"85+"	"85+"	"2013"	"2013"	114642
	"Minnesota"	"27"	"85+"	"85+"	"2014"	"2014"	116438
	"Minnesota"	"27"	"85+"	"85+"	"2015"	"2015"	117562
	"Minnesota"	"27"	"85+"	"85+"	"2016"	"2016"	118972
	"Minnesota"	"27"	"85+"	"85+"	"2017"	"2017"	120570
"Total"	"Minnesota"	"27"	"85+"	"85+"			917547
"Total"	"Minnesota"	"27"					43487990
	"Mississippi"	"28"	"0 to 4"	"0 to 4"	"2010"	"2010"	209921
	"Mississippi"	"28"	"0 to 4"	"0 to 4"	"2011"	"2011"	206827
	"Mississippi"	"28"	"0 to 4"	"0 to 4"	"2012"	"2012"	201482
	"Mississippi"	"28"	"0 to 4"	"0 to 4"	"2013"	"2013"	196322
	"Mississippi"	"28"	"0 to 4"	"0 to 4"	"2014"	"2014"	193138
	"Mississippi"	"28"	"0 to 4"	"0 to 4"	"2015"	"2015"	191317
	"Mississippi"	"28"	"0 to 4"	"0 to 4"	"2016"	"2016"	189668
	"Mississippi"	"28"	"0 to 4"	"0 to 4"	"2017"	"2017"	187177
"Total"	"Mississippi"	"28"	"0 to 4"	"0 to 4"			1575852
	"Mississippi"	"28"	"5 to 9"	"5 to 9"	"2010"	"2010"	205232
	"Mississippi"	"28"	"5 to 9"	"5 to 9"	"2011"	"2011"	205099
	"Mississippi"	"28"	"5 to 9"	"5 to 9"	"2012"	"2012"	208178
	"Mississippi"	"28"	"5 to 9"	"5 to 9"	"2013"	"2013"	209782
	"Mississippi"	"28"	"5 to 9"	"5 to 9"	"2014"	"2014"	209401
	"Mississippi"	"28"	"5 to 9"	"5 to 9"	"2015"	"2015"	206874
	"Mississippi"	"28"	"5 to 9"	"5 to 9"	"2016"	"2016"	203278
	"Mississippi"	"28"	"5 to 9"	"5 to 9"	"2017"	"2017"	197812
"Total"	"Mississippi"	"28"	"5 to 9"	"5 to 9"			1645656
	"Mississippi"	"28"	"10 to 14"	"10 to 14"	"2010"	"2010"	208377
	"Mississippi"	"28"	"10 to 14"	"10 to 14"	"2011"	"2011"	208911
	"Mississippi"	"28"	"10 to 14"	"10 to 14"	"2012"	"2012"	207965
	"Mississippi"	"28"	"10 to 14"	"10 to 14"	"2013"	"2013"	206373
	"Mississippi"	"28"	"10 to 14"	"10 to 14"	"2014"	"2014"	205206
	"Mississippi"	"28"	"10 to 14"	"10 to 14"	"2015"	"2015"	202992
	"Mississippi"	"28"	"10 to 14"	"10 to 14"	"2016"	"2016"	202662
	"Mississippi"	"28"	"10 to 14"	"10 to 14"	"2017"	"2017"	205268
"Total"	"Mississippi"	"28"	"10 to 14"	"10 to 14"			1647754
	"Mississippi"	"28"	"15 to 19"	"15 to 19"	"2010"	"2010"	223160
	"Mississippi"	"28"	"15 to 19"	"15 to 19"	"2011"	"2011"	216584
	"Mississippi"	"28"	"15 to 19"	"15 to 19"	"2012"	"2012"	211891
	"Mississippi"	"28"	"15 to 19"	"15 to 19"	"2013"	"2013"	209892
	"Mississippi"	"28"	"15 to 19"	"15 to 19"	"2014"	"2014"	207460
	"Mississippi"	"28"	"15 to 19"	"15 to 19"	"2015"	"2015"	207432
	"Mississippi"	"28"	"15 to 19"	"15 to 19"	"2016"	"2016"	207820
	"Mississippi"	"28"	"15 to 19"	"15 to 19"	"2017"	"2017"	206300
"Total"	"Mississippi"	"28"	"15 to 19"	"15 to 19"			1690539
	"Mississippi"	"28"	"20 to 24"	"20 to 24"	"2010"	"2010"	212570
	"Mississippi"	"28"	"20 to 24"	"20 to 24"	"2011"	"2011"	218920
	"Mississippi"	"28"	"20 to 24"	"20 to 24"	"2012"	"2012"	224114
	"Mississippi"	"28"	"20 to 24"	"20 to 24"	"2013"	"2013"	228220
	"Mississippi"	"28"	"20 to 24"	"20 to 24"	"2014"	"2014"	226433
	"Mississippi"	"28"	"20 to 24"	"20 to 24"	"2015"	"2015"	221206
	"Mississippi"	"28"	"20 to 24"	"20 to 24"	"2016"	"2016"	214789
	"Mississippi"	"28"	"20 to 24"	"20 to 24"	"2017"	"2017"	209390
"Total"	"Mississippi"	"28"	"20 to 24"	"20 to 24"			1755642
	"Mississippi"	"28"	"25 to 29"	"25 to 29"	"2010"	"2010"	198905
	"Mississippi"	"28"	"25 to 29"	"25 to 29"	"2011"	"2011"	196625
	"Mississippi"	"28"	"25 to 29"	"25 to 29"	"2012"	"2012"	194342
	"Mississippi"	"28"	"25 to 29"	"25 to 29"	"2013"	"2013"	193240
	"Mississippi"	"28"	"25 to 29"	"25 to 29"	"2014"	"2014"	196209
	"Mississippi"	"28"	"25 to 29"	"25 to 29"	"2015"	"2015"	198845
	"Mississippi"	"28"	"25 to 29"	"25 to 29"	"2016"	"2016"	203622
	"Mississippi"	"28"	"25 to 29"	"25 to 29"	"2017"	"2017"	207379
"Total"	"Mississippi"	"28"	"25 to 29"	"25 to 29"			1589167
	"Mississippi"	"28"	"30 to 34"	"30 to 34"	"2010"	"2010"	189352
	"Mississippi"	"28"	"30 to 34"	"30 to 34"	"2011"	"2011"	193025
	"Mississippi"	"28"	"30 to 34"	"30 to 34"	"2012"	"2012"	194882
	"Mississippi"	"28"	"30 to 34"	"30 to 34"	"2013"	"2013"	196097
	"Mississippi"	"28"	"30 to 34"	"30 to 34"	"2014"	"2014"	194598
	"Mississippi"	"28"	"30 to 34"	"30 to 34"	"2015"	"2015"	191614
	"Mississippi"	"28"	"30 to 34"	"30 to 34"	"2016"	"2016"	188975
	"Mississippi"	"28"	"30 to 34"	"30 to 34"	"2017"	"2017"	186213
"Total"	"Mississippi"	"28"	"30 to 34"	"30 to 34"			1534756
	"Mississippi"	"28"	"35 to 39"	"35 to 39"	"2010"	"2010"	186646
	"Mississippi"	"28"	"35 to 39"	"35 to 39"	"2011"	"2011"	181854
	"Mississippi"	"28"	"35 to 39"	"35 to 39"	"2012"	"2012"	180177
	"Mississippi"	"28"	"35 to 39"	"35 to 39"	"2013"	"2013"	180070
	"Mississippi"	"28"	"35 to 39"	"35 to 39"	"2014"	"2014"	181855
	"Mississippi"	"28"	"35 to 39"	"35 to 39"	"2015"	"2015"	184674
	"Mississippi"	"28"	"35 to 39"	"35 to 39"	"2016"	"2016"	187475
	"Mississippi"	"28"	"35 to 39"	"35 to 39"	"2017"	"2017"	188901
"Total"	"Mississippi"	"28"	"35 to 39"	"35 to 39"			1471652
	"Mississippi"	"28"	"40 to 44"	"40 to 44"	"2010"	"2010"	187830
	"Mississippi"	"28"	"40 to 44"	"40 to 44"	"2011"	"2011"	189355
	"Mississippi"	"28"	"40 to 44"	"40 to 44"	"2012"	"2012"	190335
	"Mississippi"	"28"	"40 to 44"	"40 to 44"	"2013"	"2013"	189281
	"Mississippi"	"28"	"40 to 44"	"40 to 44"	"2014"	"2014"	186510
	"Mississippi"	"28"	"40 to 44"	"40 to 44"	"2015"	"2015"	182273
	"Mississippi"	"28"	"40 to 44"	"40 to 44"	"2016"	"2016"	177553
	"Mississippi"	"28"	"40 to 44"	"40 to 44"	"2017"	"2017"	175194
"Total"	"Mississippi"	"28"	"40 to 44"	"40 to 44"			1478331
	"Mississippi"	"28"	"45 to 49"	"45 to 49"	"2010"	"2010"	207529
	"Mississippi"	"28"	"45 to 49"	"45 to 49"	"2011"	"2011"	201666
	"Mississippi"	"28"	"45 to 49"	"45 to 49"	"2012"	"2012"	195427
	"Mississippi"	"28"	"45 to 49"	"45 to 49"	"2013"	"2013"	189777
	"Mississippi"	"28"	"45 to 49"	"45 to 49"	"2014"	"2014"	184740
	"Mississippi"	"28"	"45 to 49"	"45 to 49"	"2015"	"2015"	183010
	"Mississippi"	"28"	"45 to 49"	"45 to 49"	"2016"	"2016"	184609
	"Mississippi"	"28"	"45 to 49"	"45 to 49"	"2017"	"2017"	185592
"Total"	"Mississippi"	"28"	"45 to 49"	"45 to 49"			1532350
	"Mississippi"	"28"	"50 to 54"	"50 to 54"	"2010"	"2010"	208771
	"Mississippi"	"28"	"50 to 54"	"50 to 54"	"2011"	"2011"	209159
	"Mississippi"	"28"	"50 to 54"	"50 to 54"	"2012"	"2012"	207688
	"Mississippi"	"28"	"50 to 54"	"50 to 54"	"2013"	"2013"	206415
	"Mississippi"	"28"	"50 to 54"	"50 to 54"	"2014"	"2014"	204624
	"Mississippi"	"28"	"50 to 54"	"50 to 54"	"2015"	"2015"	200624
	"Mississippi"	"28"	"50 to 54"	"50 to 54"	"2016"	"2016"	195080
	"Mississippi"	"28"	"50 to 54"	"50 to 54"	"2017"	"2017"	189280
"Total"	"Mississippi"	"28"	"50 to 54"	"50 to 54"			1621641
	"Mississippi"	"28"	"55 to 59"	"55 to 59"	"2010"	"2010"	187615
	"Mississippi"	"28"	"55 to 59"	"55 to 59"	"2011"	"2011"	191028
	"Mississippi"	"28"	"55 to 59"	"55 to 59"	"2012"	"2012"	194947
	"Mississippi"	"28"	"55 to 59"	"55 to 59"	"2013"	"2013"	197851
	"Mississippi"	"28"	"55 to 59"	"55 to 59"	"2014"	"2014"	199184
	"Mississippi"	"28"	"55 to 59"	"55 to 59"	"2015"	"2015"	199888
	"Mississippi"	"28"	"55 to 59"	"55 to 59"	"2016"	"2016"	200523
	"Mississippi"	"28"	"55 to 59"	"55 to 59"	"2017"	"2017"	199550
"Total"	"Mississippi"	"28"	"55 to 59"	"55 to 59"			1570586
	"Mississippi"	"28"	"60 to 64 "	"60 to 64"	"2010"	"2010"	162356
	"Mississippi"	"28"	"60 to 64 "	"60 to 64"	"2011"	"2011"	169768
	"Mississippi"	"28"	"60 to 64 "	"60 to 64"	"2012"	"2012"	168399
	"Mississippi"	"28"	"60 to 64 "	"60 to 64"	"2013"	"2013"	169999
	"Mississippi"	"28"	"60 to 64 "	"60 to 64"	"2014"	"2014"	173301
	"Mississippi"	"28"	"60 to 64 "	"60 to 64"	"2015"	"2015"	177185
	"Mississippi"	"28"	"60 to 64 "	"60 to 64"	"2016"	"2016"	180257
	"Mississippi"	"28"	"60 to 64 "	"60 to 64"	"2017"	"2017"	184525
"Total"	"Mississippi"	"28"	"60 to 64 "	"60 to 64"			1385790
	"Mississippi"	"28"	"65 to 69"	"65 to 69"	"2010"	"2010"	121026
	"Mississippi"	"28"	"65 to 69"	"65 to 69"	"2011"	"2011"	123072
	"Mississippi"	"28"	"65 to 69"	"65 to 69"	"2012"	"2012"	132739
	"Mississippi"	"28"	"65 to 69"	"65 to 69"	"2013"	"2013"	137870
	"Mississippi"	"28"	"65 to 69"	"65 to 69"	"2014"	"2014"	143380
	"Mississippi"	"28"	"65 to 69"	"65 to 69"	"2015"	"2015"	149918
	"Mississippi"	"28"	"65 to 69"	"65 to 69"	"2016"	"2016"	156685
	"Mississippi"	"28"	"65 to 69"	"65 to 69"	"2017"	"2017"	155792
"Total"	"Mississippi"	"28"	"65 to 69"	"65 to 69"			1120482
	"Mississippi"	"28"	"70 to 74"	"70 to 74"	"2010"	"2010"	94309
	"Mississippi"	"28"	"70 to 74"	"70 to 74"	"2011"	"2011"	96055
	"Mississippi"	"28"	"70 to 74"	"70 to 74"	"2012"	"2012"	98493
	"Mississippi"	"28"	"70 to 74"	"70 to 74"	"2013"	"2013"	102104
	"Mississippi"	"28"	"70 to 74"	"70 to 74"	"2014"	"2014"	105009
	"Mississippi"	"28"	"70 to 74"	"70 to 74"	"2015"	"2015"	107097
	"Mississippi"	"28"	"70 to 74"	"70 to 74"	"2016"	"2016"	108818
	"Mississippi"	"28"	"70 to 74"	"70 to 74"	"2017"	"2017"	118198
"Total"	"Mississippi"	"28"	"70 to 74"	"70 to 74"			830083
	"Mississippi"	"28"	"75 to 79"	"75 to 79"	"2010"	"2010"	70088
	"Mississippi"	"28"	"75 to 79"	"75 to 79"	"2011"	"2011"	71174
	"Mississippi"	"28"	"75 to 79"	"75 to 79"	"2012"	"2012"	72311
	"Mississippi"	"28"	"75 to 79"	"75 to 79"	"2013"	"2013"	74295
	"Mississippi"	"28"	"75 to 79"	"75 to 79"	"2014"	"2014"	76655
	"Mississippi"	"28"	"75 to 79"	"75 to 79"	"2015"	"2015"	78049
	"Mississippi"	"28"	"75 to 79"	"75 to 79"	"2016"	"2016"	79705
	"Mississippi"	"28"	"75 to 79"	"75 to 79"	"2017"	"2017"	81964
"Total"	"Mississippi"	"28"	"75 to 79"	"75 to 79"			604241
	"Mississippi"	"28"	"80 to 84"	"80 to 84"	"2010"	"2010"	52001
	"Mississippi"	"28"	"80 to 84"	"80 to 84"	"2011"	"2011"	52392
	"Mississippi"	"28"	"80 to 84"	"80 to 84"	"2012"	"2012"	52149
	"Mississippi"	"28"	"80 to 84"	"80 to 84"	"2013"	"2013"	51827
	"Mississippi"	"28"	"80 to 84"	"80 to 84"	"2014"	"2014"	51592
	"Mississippi"	"28"	"80 to 84"	"80 to 84"	"2015"	"2015"	52164
	"Mississippi"	"28"	"80 to 84"	"80 to 84"	"2016"	"2016"	53057
	"Mississippi"	"28"	"80 to 84"	"80 to 84"	"2017"	"2017"	54104
"Total"	"Mississippi"	"28"	"80 to 84"	"80 to 84"			419286
	"Mississippi"	"28"	"85+"	"85+"	"2010"	"2010"	44749
	"Mississippi"	"28"	"85+"	"85+"	"2011"	"2011"	45938
	"Mississippi"	"28"	"85+"	"85+"	"2012"	"2012"	47444
	"Mississippi"	"28"	"85+"	"85+"	"2013"	"2013"	48306
	"Mississippi"	"28"	"85+"	"85+"	"2014"	"2014"	49283
	"Mississippi"	"28"	"85+"	"85+"	"2015"	"2015"	50135
	"Mississippi"	"28"	"85+"	"85+"	"2016"	"2016"	50839
	"Mississippi"	"28"	"85+"	"85+"	"2017"	"2017"	51461
"Total"	"Mississippi"	"28"	"85+"	"85+"			388155
"Total"	"Mississippi"	"28"					23861963
	"Missouri"	"29"	"0 to 4"	"0 to 4"	"2010"	"2010"	389533
	"Missouri"	"29"	"0 to 4"	"0 to 4"	"2011"	"2011"	385451
	"Missouri"	"29"	"0 to 4"	"0 to 4"	"2012"	"2012"	381020
	"Missouri"	"29"	"0 to 4"	"0 to 4"	"2013"	"2013"	376664
	"Missouri"	"29"	"0 to 4"	"0 to 4"	"2014"	"2014"	376033
	"Missouri"	"29"	"0 to 4"	"0 to 4"	"2015"	"2015"	375506
	"Missouri"	"29"	"0 to 4"	"0 to 4"	"2016"	"2016"	374616
	"Missouri"	"29"	"0 to 4"	"0 to 4"	"2017"	"2017"	374479
"Total"	"Missouri"	"29"	"0 to 4"	"0 to 4"			3033302
	"Missouri"	"29"	"5 to 9"	"5 to 9"	"2010"	"2010"	390302
	"Missouri"	"29"	"5 to 9"	"5 to 9"	"2011"	"2011"	389686
	"Missouri"	"29"	"5 to 9"	"5 to 9"	"2012"	"2012"	390742
	"Missouri"	"29"	"5 to 9"	"5 to 9"	"2013"	"2013"	391752
	"Missouri"	"29"	"5 to 9"	"5 to 9"	"2014"	"2014"	389562
	"Missouri"	"29"	"5 to 9"	"5 to 9"	"2015"	"2015"	386899
	"Missouri"	"29"	"5 to 9"	"5 to 9"	"2016"	"2016"	384198
	"Missouri"	"29"	"5 to 9"	"5 to 9"	"2017"	"2017"	381099
"Total"	"Missouri"	"29"	"5 to 9"	"5 to 9"			3104240
	"Missouri"	"29"	"10 to 14"	"10 to 14"	"2010"	"2010"	397073
	"Missouri"	"29"	"10 to 14"	"10 to 14"	"2011"	"2011"	396964
	"Missouri"	"29"	"10 to 14"	"10 to 14"	"2012"	"2012"	394272
	"Missouri"	"29"	"10 to 14"	"10 to 14"	"2013"	"2013"	392284
	"Missouri"	"29"	"10 to 14"	"10 to 14"	"2014"	"2014"	390868
	"Missouri"	"29"	"10 to 14"	"10 to 14"	"2015"	"2015"	388578
	"Missouri"	"29"	"10 to 14"	"10 to 14"	"2016"	"2016"	388608
	"Missouri"	"29"	"10 to 14"	"10 to 14"	"2017"	"2017"	390672
"Total"	"Missouri"	"29"	"10 to 14"	"10 to 14"			3139319
	"Missouri"	"29"	"15 to 19"	"15 to 19"	"2010"	"2010"	422034
	"Missouri"	"29"	"15 to 19"	"15 to 19"	"2011"	"2011"	412987
	"Missouri"	"29"	"15 to 19"	"15 to 19"	"2012"	"2012"	403827
	"Missouri"	"29"	"15 to 19"	"15 to 19"	"2013"	"2013"	398489
	"Missouri"	"29"	"15 to 19"	"15 to 19"	"2014"	"2014"	395082
	"Missouri"	"29"	"15 to 19"	"15 to 19"	"2015"	"2015"	395361
	"Missouri"	"29"	"15 to 19"	"15 to 19"	"2016"	"2016"	395395
	"Missouri"	"29"	"15 to 19"	"15 to 19"	"2017"	"2017"	393256
"Total"	"Missouri"	"29"	"15 to 19"	"15 to 19"			3216431
	"Missouri"	"29"	"20 to 24"	"20 to 24"	"2010"	"2010"	414559
	"Missouri"	"29"	"20 to 24"	"20 to 24"	"2011"	"2011"	420641
	"Missouri"	"29"	"20 to 24"	"20 to 24"	"2012"	"2012"	429671
	"Missouri"	"29"	"20 to 24"	"20 to 24"	"2013"	"2013"	435087
	"Missouri"	"29"	"20 to 24"	"20 to 24"	"2014"	"2014"	435146
	"Missouri"	"29"	"20 to 24"	"20 to 24"	"2015"	"2015"	430391
	"Missouri"	"29"	"20 to 24"	"20 to 24"	"2016"	"2016"	422417
	"Missouri"	"29"	"20 to 24"	"20 to 24"	"2017"	"2017"	414417
"Total"	"Missouri"	"29"	"20 to 24"	"20 to 24"			3402329
	"Missouri"	"29"	"25 to 29"	"25 to 29"	"2010"	"2010"	403659
	"Missouri"	"29"	"25 to 29"	"25 to 29"	"2011"	"2011"	403347
	"Missouri"	"29"	"25 to 29"	"25 to 29"	"2012"	"2012"	400323
	"Missouri"	"29"	"25 to 29"	"25 to 29"	"2013"	"2013"	398330
	"Missouri"	"29"	"25 to 29"	"25 to 29"	"2014"	"2014"	401297
	"Missouri"	"29"	"25 to 29"	"25 to 29"	"2015"	"2015"	405413
	"Missouri"	"29"	"25 to 29"	"25 to 29"	"2016"	"2016"	412337
	"Missouri"	"29"	"25 to 29"	"25 to 29"	"2017"	"2017"	422125
"Total"	"Missouri"	"29"	"25 to 29"	"25 to 29"			3246831
	"Missouri"	"29"	"30 to 34"	"30 to 34"	"2010"	"2010"	374976
	"Missouri"	"29"	"30 to 34"	"30 to 34"	"2011"	"2011"	384516
	"Missouri"	"29"	"30 to 34"	"30 to 34"	"2012"	"2012"	391239
	"Missouri"	"29"	"30 to 34"	"30 to 34"	"2013"	"2013"	398429
	"Missouri"	"29"	"30 to 34"	"30 to 34"	"2014"	"2014"	400632
	"Missouri"	"29"	"30 to 34"	"30 to 34"	"2015"	"2015"	399671
	"Missouri"	"29"	"30 to 34"	"30 to 34"	"2016"	"2016"	399677
	"Missouri"	"29"	"30 to 34"	"30 to 34"	"2017"	"2017"	398738
"Total"	"Missouri"	"29"	"30 to 34"	"30 to 34"			3147878
	"Missouri"	"29"	"35 to 39"	"35 to 39"	"2010"	"2010"	365805
	"Missouri"	"29"	"35 to 39"	"35 to 39"	"2011"	"2011"	354916
	"Missouri"	"29"	"35 to 39"	"35 to 39"	"2012"	"2012"	352142
	"Missouri"	"29"	"35 to 39"	"35 to 39"	"2013"	"2013"	354888
	"Missouri"	"29"	"35 to 39"	"35 to 39"	"2014"	"2014"	360904
	"Missouri"	"29"	"35 to 39"	"35 to 39"	"2015"	"2015"	370199
	"Missouri"	"29"	"35 to 39"	"35 to 39"	"2016"	"2016"	380571
	"Missouri"	"29"	"35 to 39"	"35 to 39"	"2017"	"2017"	388138
"Total"	"Missouri"	"29"	"35 to 39"	"35 to 39"			2927563
	"Missouri"	"29"	"40 to 44"	"40 to 44"	"2010"	"2010"	380602
	"Missouri"	"29"	"40 to 44"	"40 to 44"	"2011"	"2011"	381679
	"Missouri"	"29"	"40 to 44"	"40 to 44"	"2012"	"2012"	379584
	"Missouri"	"29"	"40 to 44"	"40 to 44"	"2013"	"2013"	375646
	"Missouri"	"29"	"40 to 44"	"40 to 44"	"2014"	"2014"	368907
	"Missouri"	"29"	"40 to 44"	"40 to 44"	"2015"	"2015"	360148
	"Missouri"	"29"	"40 to 44"	"40 to 44"	"2016"	"2016"	349395
	"Missouri"	"29"	"40 to 44"	"40 to 44"	"2017"	"2017"	347436
"Total"	"Missouri"	"29"	"40 to 44"	"40 to 44"			2943397
	"Missouri"	"29"	"45 to 49"	"45 to 49"	"2010"	"2010"	441752
	"Missouri"	"29"	"45 to 49"	"45 to 49"	"2011"	"2011"	424428
	"Missouri"	"29"	"45 to 49"	"45 to 49"	"2012"	"2012"	407277
	"Missouri"	"29"	"45 to 49"	"45 to 49"	"2013"	"2013"	390962
	"Missouri"	"29"	"45 to 49"	"45 to 49"	"2014"	"2014"	378121
	"Missouri"	"29"	"45 to 49"	"45 to 49"	"2015"	"2015"	373164
	"Missouri"	"29"	"45 to 49"	"45 to 49"	"2016"	"2016"	375340
	"Missouri"	"29"	"45 to 49"	"45 to 49"	"2017"	"2017"	374184
"Total"	"Missouri"	"29"	"45 to 49"	"45 to 49"			3165228
	"Missouri"	"29"	"50 to 54"	"50 to 54"	"2010"	"2010"	444886
	"Missouri"	"29"	"50 to 54"	"50 to 54"	"2011"	"2011"	448855
	"Missouri"	"29"	"50 to 54"	"50 to 54"	"2012"	"2012"	447306
	"Missouri"	"29"	"50 to 54"	"50 to 54"	"2013"	"2013"	444863
	"Missouri"	"29"	"50 to 54"	"50 to 54"	"2014"	"2014"	440294
	"Missouri"	"29"	"50 to 54"	"50 to 54"	"2015"	"2015"	429746
	"Missouri"	"29"	"50 to 54"	"50 to 54"	"2016"	"2016"	413690
	"Missouri"	"29"	"50 to 54"	"50 to 54"	"2017"	"2017"	397700
"Total"	"Missouri"	"29"	"50 to 54"	"50 to 54"			3467340
	"Missouri"	"29"	"55 to 59"	"55 to 59"	"2010"	"2010"	392585
	"Missouri"	"29"	"55 to 59"	"55 to 59"	"2011"	"2011"	400816
	"Missouri"	"29"	"55 to 59"	"55 to 59"	"2012"	"2012"	410571
	"Missouri"	"29"	"55 to 59"	"55 to 59"	"2013"	"2013"	418398
	"Missouri"	"29"	"55 to 59"	"55 to 59"	"2014"	"2014"	423759
	"Missouri"	"29"	"55 to 59"	"55 to 59"	"2015"	"2015"	428987
