"Notes"	"State"	"State Code"	"Age Group"	"Age Group Code"	"Yearly July 1st Estimates"	"Yearly July 1st Estimates Code"	Population
	"Connecticut"	"09"	"15 to 19"	"15 to 19"	"2017"	"2017"	245081
"Total"	"Connecticut"	"09"	"15 to 19"	"15 to 19"			2017300
	"Connecticut"	"09"	"20 to 24"	"20 to 24"	"2010"	"2010"	229324
	"Connecticut"	"09"	"20 to 24"	"20 to 24"	"2011"	"2011"	230121
	"Connecticut"	"09"	"20 to 24"	"20 to 24"	"2012"	"2012"	232861
	"Connecticut"	"09"	"20 to 24"	"20 to 24"	"2013"	"2013"	238865
	"Connecticut"	"09"	"20 to 24"	"20 to 24"	"2014"	"2014"	244491
	"Connecticut"	"09"	"20 to 24"	"20 to 24"	"2015"	"2015"	247295
	"Connecticut"	"09"	"20 to 24"	"20 to 24"	"2016"	"2016"	248457
	"Connecticut"	"09"	"20 to 24"	"20 to 24"	"2017"	"2017"	248134
"Total"	"Connecticut"	"09"	"20 to 24"	"20 to 24"			1919548
	"Connecticut"	"09"	"25 to 29"	"25 to 29"	"2010"	"2010"	215153
	"Connecticut"	"09"	"25 to 29"	"25 to 29"	"2011"	"2011"	218229
	"Connecticut"	"09"	"25 to 29"	"25 to 29"	"2012"	"2012"	219341
	"Connecticut"	"09"	"25 to 29"	"25 to 29"	"2013"	"2013"	220885
	"Connecticut"	"09"	"25 to 29"	"25 to 29"	"2014"	"2014"	220672
	"Connecticut"	"09"	"25 to 29"	"25 to 29"	"2015"	"2015"	220295
	"Connecticut"	"09"	"25 to 29"	"25 to 29"	"2016"	"2016"	220005
	"Connecticut"	"09"	"25 to 29"	"25 to 29"	"2017"	"2017"	222575
"Total"	"Connecticut"	"09"	"25 to 29"	"25 to 29"			1757155
	"Connecticut"	"09"	"30 to 34"	"30 to 34"	"2010"	"2010"	207056
	"Connecticut"	"09"	"30 to 34"	"30 to 34"	"2011"	"2011"	210879
	"Connecticut"	"09"	"30 to 34"	"30 to 34"	"2012"	"2012"	214312
	"Connecticut"	"09"	"30 to 34"	"30 to 34"	"2013"	"2013"	217075
	"Connecticut"	"09"	"30 to 34"	"30 to 34"	"2014"	"2014"	218208
	"Connecticut"	"09"	"30 to 34"	"30 to 34"	"2015"	"2015"	218628
	"Connecticut"	"09"	"30 to 34"	"30 to 34"	"2016"	"2016"	220407
	"Connecticut"	"09"	"30 to 34"	"30 to 34"	"2017"	"2017"	221623
"Total"	"Connecticut"	"09"	"30 to 34"	"30 to 34"			1728188
	"Connecticut"	"09"	"35 to 39"	"35 to 39"	"2010"	"2010"	220347
	"Connecticut"	"09"	"35 to 39"	"35 to 39"	"2011"	"2011"	211459
	"Connecticut"	"09"	"35 to 39"	"35 to 39"	"2012"	"2012"	207708
	"Connecticut"	"09"	"35 to 39"	"35 to 39"	"2013"	"2013"	207094
	"Connecticut"	"09"	"35 to 39"	"35 to 39"	"2014"	"2014"	208038
	"Connecticut"	"09"	"35 to 39"	"35 to 39"	"2015"	"2015"	210410
	"Connecticut"	"09"	"35 to 39"	"35 to 39"	"2016"	"2016"	213053
	"Connecticut"	"09"	"35 to 39"	"35 to 39"	"2017"	"2017"	215791
"Total"	"Connecticut"	"09"	"35 to 39"	"35 to 39"			1693900
	"Connecticut"	"09"	"40 to 44"	"40 to 44"	"2010"	"2010"	260501
	"Connecticut"	"09"	"40 to 44"	"40 to 44"	"2011"	"2011"	255790
	"Connecticut"	"09"	"40 to 44"	"40 to 44"	"2012"	"2012"	249175
	"Connecticut"	"09"	"40 to 44"	"40 to 44"	"2013"	"2013"	240912
	"Connecticut"	"09"	"40 to 44"	"40 to 44"	"2014"	"2014"	230822
	"Connecticut"	"09"	"40 to 44"	"40 to 44"	"2015"	"2015"	220234
	"Connecticut"	"09"	"40 to 44"	"40 to 44"	"2016"	"2016"	210716
	"Connecticut"	"09"	"40 to 44"	"40 to 44"	"2017"	"2017"	206940
"Total"	"Connecticut"	"09"	"40 to 44"	"40 to 44"			1875090
	"Connecticut"	"09"	"45 to 49"	"45 to 49"	"2010"	"2010"	290568
	"Connecticut"	"09"	"45 to 49"	"45 to 49"	"2011"	"2011"	285109
	"Connecticut"	"09"	"45 to 49"	"45 to 49"	"2012"	"2012"	278630
	"Connecticut"	"09"	"45 to 49"	"45 to 49"	"2013"	"2013"	270817
	"Connecticut"	"09"	"45 to 49"	"45 to 49"	"2014"	"2014"	261907
	"Connecticut"	"09"	"45 to 49"	"45 to 49"	"2015"	"2015"	255721
	"Connecticut"	"09"	"45 to 49"	"45 to 49"	"2016"	"2016"	250187
	"Connecticut"	"09"	"45 to 49"	"45 to 49"	"2017"	"2017"	243944
"Total"	"Connecticut"	"09"	"45 to 49"	"45 to 49"			2136883
	"Connecticut"	"09"	"50 to 54"	"50 to 54"	"2010"	"2010"	285008
	"Connecticut"	"09"	"50 to 54"	"50 to 54"	"2011"	"2011"	288084
	"Connecticut"	"09"	"50 to 54"	"50 to 54"	"2012"	"2012"	287609
	"Connecticut"	"09"	"50 to 54"	"50 to 54"	"2013"	"2013"	286126
	"Connecticut"	"09"	"50 to 54"	"50 to 54"	"2014"	"2014"	284964
	"Connecticut"	"09"	"50 to 54"	"50 to 54"	"2015"	"2015"	281217
	"Connecticut"	"09"	"50 to 54"	"50 to 54"	"2016"	"2016"	274996
	"Connecticut"	"09"	"50 to 54"	"50 to 54"	"2017"	"2017"	268373
"Total"	"Connecticut"	"09"	"50 to 54"	"50 to 54"			2256377
	"Connecticut"	"09"	"55 to 59"	"55 to 59"	"2010"	"2010"	242336
	"Connecticut"	"09"	"55 to 59"	"55 to 59"	"2011"	"2011"	250174
	"Connecticut"	"09"	"55 to 59"	"55 to 59"	"2012"	"2012"	258020
	"Connecticut"	"09"	"55 to 59"	"55 to 59"	"2013"	"2013"	264565
	"Connecticut"	"09"	"55 to 59"	"55 to 59"	"2014"	"2014"	268598
	"Connecticut"	"09"	"55 to 59"	"55 to 59"	"2015"	"2015"	271711
	"Connecticut"	"09"	"55 to 59"	"55 to 59"	"2016"	"2016"	273553
	"Connecticut"	"09"	"55 to 59"	"55 to 59"	"2017"	"2017"	272267
"Total"	"Connecticut"	"09"	"55 to 59"	"55 to 59"			2101224
	"Connecticut"	"09"	"60 to 64 "	"60 to 64"	"2010"	"2010"	204625
	"Connecticut"	"09"	"60 to 64 "	"60 to 64"	"2011"	"2011"	211827
	"Connecticut"	"09"	"60 to 64 "	"60 to 64"	"2012"	"2012"	209934
	"Connecticut"	"09"	"60 to 64 "	"60 to 64"	"2013"	"2013"	213489
	"Connecticut"	"09"	"60 to 64 "	"60 to 64"	"2014"	"2014"	219033
	"Connecticut"	"09"	"60 to 64 "	"60 to 64"	"2015"	"2015"	225390
	"Connecticut"	"09"	"60 to 64 "	"60 to 64"	"2016"	"2016"	231714
	"Connecticut"	"09"	"60 to 64 "	"60 to 64"	"2017"	"2017"	238252
"Total"	"Connecticut"	"09"	"60 to 64 "	"60 to 64"			1754264
	"Connecticut"	"09"	"65 to 69"	"65 to 69"	"2010"	"2010"	150752
	"Connecticut"	"09"	"65 to 69"	"65 to 69"	"2011"	"2011"	156189
	"Connecticut"	"09"	"65 to 69"	"65 to 69"	"2012"	"2012"	169091
	"Connecticut"	"09"	"65 to 69"	"65 to 69"	"2013"	"2013"	173708
	"Connecticut"	"09"	"65 to 69"	"65 to 69"	"2014"	"2014"	179065
	"Connecticut"	"09"	"65 to 69"	"65 to 69"	"2015"	"2015"	184769
	"Connecticut"	"09"	"65 to 69"	"65 to 69"	"2016"	"2016"	190317
	"Connecticut"	"09"	"65 to 69"	"65 to 69"	"2017"	"2017"	188250
"Total"	"Connecticut"	"09"	"65 to 69"	"65 to 69"			1392141
	"Connecticut"	"09"	"70 to 74"	"70 to 74"	"2010"	"2010"	106236
	"Connecticut"	"09"	"70 to 74"	"70 to 74"	"2011"	"2011"	109334
	"Connecticut"	"09"	"70 to 74"	"70 to 74"	"2012"	"2012"	114870
	"Connecticut"	"09"	"70 to 74"	"70 to 74"	"2013"	"2013"	123766
	"Connecticut"	"09"	"70 to 74"	"70 to 74"	"2014"	"2014"	130036
	"Connecticut"	"09"	"70 to 74"	"70 to 74"	"2015"	"2015"	134872
	"Connecticut"	"09"	"70 to 74"	"70 to 74"	"2016"	"2016"	139086
	"Connecticut"	"09"	"70 to 74"	"70 to 74"	"2017"	"2017"	150013
"Total"	"Connecticut"	"09"	"70 to 74"	"70 to 74"			1008213
	"Connecticut"	"09"	"75 to 79"	"75 to 79"	"2010"	"2010"	88878
	"Connecticut"	"09"	"75 to 79"	"75 to 79"	"2011"	"2011"	88115
	"Connecticut"	"09"	"75 to 79"	"75 to 79"	"2012"	"2012"	88235
	"Connecticut"	"09"	"75 to 79"	"75 to 79"	"2013"	"2013"	89424
	"Connecticut"	"09"	"75 to 79"	"75 to 79"	"2014"	"2014"	91310
	"Connecticut"	"09"	"75 to 79"	"75 to 79"	"2015"	"2015"	92953
	"Connecticut"	"09"	"75 to 79"	"75 to 79"	"2016"	"2016"	95361
	"Connecticut"	"09"	"75 to 79"	"75 to 79"	"2017"	"2017"	100084
"Total"	"Connecticut"	"09"	"75 to 79"	"75 to 79"			734360
	"Connecticut"	"09"	"80 to 84"	"80 to 84"	"2010"	"2010"	77486
	"Connecticut"	"09"	"80 to 84"	"80 to 84"	"2011"	"2011"	76749
	"Connecticut"	"09"	"80 to 84"	"80 to 84"	"2012"	"2012"	75415
	"Connecticut"	"09"	"80 to 84"	"80 to 84"	"2013"	"2013"	73892
	"Connecticut"	"09"	"80 to 84"	"80 to 84"	"2014"	"2014"	72491
	"Connecticut"	"09"	"80 to 84"	"80 to 84"	"2015"	"2015"	71691
	"Connecticut"	"09"	"80 to 84"	"80 to 84"	"2016"	"2016"	71330
	"Connecticut"	"09"	"80 to 84"	"80 to 84"	"2017"	"2017"	71408
"Total"	"Connecticut"	"09"	"80 to 84"	"80 to 84"			590462
	"Connecticut"	"09"	"85+"	"85+"	"2010"	"2010"	85452
	"Connecticut"	"09"	"85+"	"85+"	"2011"	"2011"	87094
	"Connecticut"	"09"	"85+"	"85+"	"2012"	"2012"	88778
	"Connecticut"	"09"	"85+"	"85+"	"2013"	"2013"	90142
	"Connecticut"	"09"	"85+"	"85+"	"2014"	"2014"	90971
	"Connecticut"	"09"	"85+"	"85+"	"2015"	"2015"	91452
	"Connecticut"	"09"	"85+"	"85+"	"2016"	"2016"	92124
	"Connecticut"	"09"	"85+"	"85+"	"2017"	"2017"	92655
"Total"	"Connecticut"	"09"	"85+"	"85+"			718668
"Total"	"Connecticut"	"09"					28742192
	"Delaware"	"10"	"0 to 4"	"0 to 4"	"2010"	"2010"	55894
	"Delaware"	"10"	"0 to 4"	"0 to 4"	"2011"	"2011"	55914
	"Delaware"	"10"	"0 to 4"	"0 to 4"	"2012"	"2012"	55989
	"Delaware"	"10"	"0 to 4"	"0 to 4"	"2013"	"2013"	55534
	"Delaware"	"10"	"0 to 4"	"0 to 4"	"2014"	"2014"	55414
	"Delaware"	"10"	"0 to 4"	"0 to 4"	"2015"	"2015"	55401
	"Delaware"	"10"	"0 to 4"	"0 to 4"	"2016"	"2016"	55187
	"Delaware"	"10"	"0 to 4"	"0 to 4"	"2017"	"2017"	54992
"Total"	"Delaware"	"10"	"0 to 4"	"0 to 4"			444325
	"Delaware"	"10"	"5 to 9"	"5 to 9"	"2010"	"2010"	56426
	"Delaware"	"10"	"5 to 9"	"5 to 9"	"2011"	"2011"	56350
	"Delaware"	"10"	"5 to 9"	"5 to 9"	"2012"	"2012"	56753
	"Delaware"	"10"	"5 to 9"	"5 to 9"	"2013"	"2013"	56729
	"Delaware"	"10"	"5 to 9"	"5 to 9"	"2014"	"2014"	56645
	"Delaware"	"10"	"5 to 9"	"5 to 9"	"2015"	"2015"	56666
	"Delaware"	"10"	"5 to 9"	"5 to 9"	"2016"	"2016"	56742
	"Delaware"	"10"	"5 to 9"	"5 to 9"	"2017"	"2017"	56671
"Total"	"Delaware"	"10"	"5 to 9"	"5 to 9"			452982
	"Delaware"	"10"	"10 to 14"	"10 to 14"	"2010"	"2010"	56871
	"Delaware"	"10"	"10 to 14"	"10 to 14"	"2011"	"2011"	57160
	"Delaware"	"10"	"10 to 14"	"10 to 14"	"2012"	"2012"	57105
	"Delaware"	"10"	"10 to 14"	"10 to 14"	"2013"	"2013"	57065
	"Delaware"	"10"	"10 to 14"	"10 to 14"	"2014"	"2014"	57138
	"Delaware"	"10"	"10 to 14"	"10 to 14"	"2015"	"2015"	57104
	"Delaware"	"10"	"10 to 14"	"10 to 14"	"2016"	"2016"	57381
	"Delaware"	"10"	"10 to 14"	"10 to 14"	"2017"	"2017"	57604
"Total"	"Delaware"	"10"	"10 to 14"	"10 to 14"			457428
	"Delaware"	"10"	"15 to 19"	"15 to 19"	"2010"	"2010"	64084
	"Delaware"	"10"	"15 to 19"	"15 to 19"	"2011"	"2011"	62617
	"Delaware"	"10"	"15 to 19"	"15 to 19"	"2012"	"2012"	61579
	"Delaware"	"10"	"15 to 19"	"15 to 19"	"2013"	"2013"	60459
	"Delaware"	"10"	"15 to 19"	"15 to 19"	"2014"	"2014"	59768
	"Delaware"	"10"	"15 to 19"	"15 to 19"	"2015"	"2015"	60043
	"Delaware"	"10"	"15 to 19"	"15 to 19"	"2016"	"2016"	60264
	"Delaware"	"10"	"15 to 19"	"15 to 19"	"2017"	"2017"	60541
"Total"	"Delaware"	"10"	"15 to 19"	"15 to 19"			489355
	"Delaware"	"10"	"20 to 24"	"20 to 24"	"2010"	"2010"	63264
	"Delaware"	"10"	"20 to 24"	"20 to 24"	"2011"	"2011"	65017
	"Delaware"	"10"	"20 to 24"	"20 to 24"	"2012"	"2012"	66169
	"Delaware"	"10"	"20 to 24"	"20 to 24"	"2013"	"2013"	65805
	"Delaware"	"10"	"20 to 24"	"20 to 24"	"2014"	"2014"	64686
	"Delaware"	"10"	"20 to 24"	"20 to 24"	"2015"	"2015"	62577
	"Delaware"	"10"	"20 to 24"	"20 to 24"	"2016"	"2016"	60604
	"Delaware"	"10"	"20 to 24"	"20 to 24"	"2017"	"2017"	59650
"Total"	"Delaware"	"10"	"20 to 24"	"20 to 24"			507772
	"Delaware"	"10"	"25 to 29"	"25 to 29"	"2010"	"2010"	57758
	"Delaware"	"10"	"25 to 29"	"25 to 29"	"2011"	"2011"	58479
	"Delaware"	"10"	"25 to 29"	"25 to 29"	"2012"	"2012"	59365
	"Delaware"	"10"	"25 to 29"	"25 to 29"	"2013"	"2013"	61346
	"Delaware"	"10"	"25 to 29"	"25 to 29"	"2014"	"2014"	63966
	"Delaware"	"10"	"25 to 29"	"25 to 29"	"2015"	"2015"	66207
	"Delaware"	"10"	"25 to 29"	"25 to 29"	"2016"	"2016"	67629
	"Delaware"	"10"	"25 to 29"	"25 to 29"	"2017"	"2017"	68250
"Total"	"Delaware"	"10"	"25 to 29"	"25 to 29"			503000
	"Delaware"	"10"	"30 to 34"	"30 to 34"	"2010"	"2010"	54215
	"Delaware"	"10"	"30 to 34"	"30 to 34"	"2011"	"2011"	55878
	"Delaware"	"10"	"30 to 34"	"30 to 34"	"2012"	"2012"	57418
	"Delaware"	"10"	"30 to 34"	"30 to 34"	"2013"	"2013"	58487
	"Delaware"	"10"	"30 to 34"	"30 to 34"	"2014"	"2014"	59169
	"Delaware"	"10"	"30 to 34"	"30 to 34"	"2015"	"2015"	59597
	"Delaware"	"10"	"30 to 34"	"30 to 34"	"2016"	"2016"	60272
	"Delaware"	"10"	"30 to 34"	"30 to 34"	"2017"	"2017"	61028
"Total"	"Delaware"	"10"	"30 to 34"	"30 to 34"			466064
	"Delaware"	"10"	"35 to 39"	"35 to 39"	"2010"	"2010"	54872
	"Delaware"	"10"	"35 to 39"	"35 to 39"	"2011"	"2011"	52914
	"Delaware"	"10"	"35 to 39"	"35 to 39"	"2012"	"2012"	52058
	"Delaware"	"10"	"35 to 39"	"35 to 39"	"2013"	"2013"	52451
	"Delaware"	"10"	"35 to 39"	"35 to 39"	"2014"	"2014"	53677
	"Delaware"	"10"	"35 to 39"	"35 to 39"	"2015"	"2015"	55267
	"Delaware"	"10"	"35 to 39"	"35 to 39"	"2016"	"2016"	56706
	"Delaware"	"10"	"35 to 39"	"35 to 39"	"2017"	"2017"	57895
"Total"	"Delaware"	"10"	"35 to 39"	"35 to 39"			435840
	"Delaware"	"10"	"40 to 44"	"40 to 44"	"2010"	"2010"	60594
	"Delaware"	"10"	"40 to 44"	"40 to 44"	"2011"	"2011"	60250
	"Delaware"	"10"	"40 to 44"	"40 to 44"	"2012"	"2012"	59342
	"Delaware"	"10"	"40 to 44"	"40 to 44"	"2013"	"2013"	58328
	"Delaware"	"10"	"40 to 44"	"40 to 44"	"2014"	"2014"	56947
	"Delaware"	"10"	"40 to 44"	"40 to 44"	"2015"	"2015"	55125
	"Delaware"	"10"	"40 to 44"	"40 to 44"	"2016"	"2016"	52967
	"Delaware"	"10"	"40 to 44"	"40 to 44"	"2017"	"2017"	52421
"Total"	"Delaware"	"10"	"40 to 44"	"40 to 44"			455974
	"Delaware"	"10"	"45 to 49"	"45 to 49"	"2010"	"2010"	67439
	"Delaware"	"10"	"45 to 49"	"45 to 49"	"2011"	"2011"	66433
	"Delaware"	"10"	"45 to 49"	"45 to 49"	"2012"	"2012"	65168
	"Delaware"	"10"	"45 to 49"	"45 to 49"	"2013"	"2013"	63212
	"Delaware"	"10"	"45 to 49"	"45 to 49"	"2014"	"2014"	61520
	"Delaware"	"10"	"45 to 49"	"45 to 49"	"2015"	"2015"	60991
	"Delaware"	"10"	"45 to 49"	"45 to 49"	"2016"	"2016"	60615
	"Delaware"	"10"	"45 to 49"	"45 to 49"	"2017"	"2017"	59724
"Total"	"Delaware"	"10"	"45 to 49"	"45 to 49"			505102
	"Delaware"	"10"	"50 to 54"	"50 to 54"	"2010"	"2010"	66220
	"Delaware"	"10"	"50 to 54"	"50 to 54"	"2011"	"2011"	66948
	"Delaware"	"10"	"50 to 54"	"50 to 54"	"2012"	"2012"	67371
	"Delaware"	"10"	"50 to 54"	"50 to 54"	"2013"	"2013"	67677
	"Delaware"	"10"	"50 to 54"	"50 to 54"	"2014"	"2014"	68003
	"Delaware"	"10"	"50 to 54"	"50 to 54"	"2015"	"2015"	67774
	"Delaware"	"10"	"50 to 54"	"50 to 54"	"2016"	"2016"	66916
	"Delaware"	"10"	"50 to 54"	"50 to 54"	"2017"	"2017"	65809
"Total"	"Delaware"	"10"	"50 to 54"	"50 to 54"			536718
	"Delaware"	"10"	"55 to 59"	"55 to 59"	"2010"	"2010"	58325
	"Delaware"	"10"	"55 to 59"	"55 to 59"	"2011"	"2011"	60040
	"Delaware"	"10"	"55 to 59"	"55 to 59"	"2012"	"2012"	62186
	"Delaware"	"10"	"55 to 59"	"55 to 59"	"2013"	"2013"	63935
	"Delaware"	"10"	"55 to 59"	"55 to 59"	"2014"	"2014"	65565
	"Delaware"	"10"	"55 to 59"	"55 to 59"	"2015"	"2015"	66823
	"Delaware"	"10"	"55 to 59"	"55 to 59"	"2016"	"2016"	67910
	"Delaware"	"10"	"55 to 59"	"55 to 59"	"2017"	"2017"	68556
"Total"	"Delaware"	"10"	"55 to 59"	"55 to 59"			513340
	"Delaware"	"10"	"60 to 64 "	"60 to 64"	"2010"	"2010"	53646
	"Delaware"	"10"	"60 to 64 "	"60 to 64"	"2011"	"2011"	56102
	"Delaware"	"10"	"60 to 64 "	"60 to 64"	"2012"	"2012"	55584
	"Delaware"	"10"	"60 to 64 "	"60 to 64"	"2013"	"2013"	56553
	"Delaware"	"10"	"60 to 64 "	"60 to 64"	"2014"	"2014"	58108
	"Delaware"	"10"	"60 to 64 "	"60 to 64"	"2015"	"2015"	60082
	"Delaware"	"10"	"60 to 64 "	"60 to 64"	"2016"	"2016"	62349
	"Delaware"	"10"	"60 to 64 "	"60 to 64"	"2017"	"2017"	64670
"Total"	"Delaware"	"10"	"60 to 64 "	"60 to 64"			467094
	"Delaware"	"10"	"65 to 69"	"65 to 69"	"2010"	"2010"	42078
	"Delaware"	"10"	"65 to 69"	"65 to 69"	"2011"	"2011"	43404
	"Delaware"	"10"	"65 to 69"	"65 to 69"	"2012"	"2012"	47320
	"Delaware"	"10"	"65 to 69"	"65 to 69"	"2013"	"2013"	49723
	"Delaware"	"10"	"65 to 69"	"65 to 69"	"2014"	"2014"	52362
	"Delaware"	"10"	"65 to 69"	"65 to 69"	"2015"	"2015"	55141
	"Delaware"	"10"	"65 to 69"	"65 to 69"	"2016"	"2016"	58068
	"Delaware"	"10"	"65 to 69"	"65 to 69"	"2017"	"2017"	58226
"Total"	"Delaware"	"10"	"65 to 69"	"65 to 69"			406322
	"Delaware"	"10"	"70 to 74"	"70 to 74"	"2010"	"2010"	30936
	"Delaware"	"10"	"70 to 74"	"70 to 74"	"2011"	"2011"	32195
	"Delaware"	"10"	"70 to 74"	"70 to 74"	"2012"	"2012"	34079
	"Delaware"	"10"	"70 to 74"	"70 to 74"	"2013"	"2013"	36650
	"Delaware"	"10"	"70 to 74"	"70 to 74"	"2014"	"2014"	38753
	"Delaware"	"10"	"70 to 74"	"70 to 74"	"2015"	"2015"	40542
	"Delaware"	"10"	"70 to 74"	"70 to 74"	"2016"	"2016"	42102
	"Delaware"	"10"	"70 to 74"	"70 to 74"	"2017"	"2017"	46321
"Total"	"Delaware"	"10"	"70 to 74"	"70 to 74"			301578
	"Delaware"	"10"	"75 to 79"	"75 to 79"	"2010"	"2010"	23884
	"Delaware"	"10"	"75 to 79"	"75 to 79"	"2011"	"2011"	24112
	"Delaware"	"10"	"75 to 79"	"75 to 79"	"2012"	"2012"	24467
	"Delaware"	"10"	"75 to 79"	"75 to 79"	"2013"	"2013"	25481
	"Delaware"	"10"	"75 to 79"	"75 to 79"	"2014"	"2014"	26619
	"Delaware"	"10"	"75 to 79"	"75 to 79"	"2015"	"2015"	27443
	"Delaware"	"10"	"75 to 79"	"75 to 79"	"2016"	"2016"	28756
	"Delaware"	"10"	"75 to 79"	"75 to 79"	"2017"	"2017"	30541
"Total"	"Delaware"	"10"	"75 to 79"	"75 to 79"			211303
	"Delaware"	"10"	"80 to 84"	"80 to 84"	"2010"	"2010"	17359
	"Delaware"	"10"	"80 to 84"	"80 to 84"	"2011"	"2011"	17794
	"Delaware"	"10"	"80 to 84"	"80 to 84"	"2012"	"2012"	18102
	"Delaware"	"10"	"80 to 84"	"80 to 84"	"2013"	"2013"	18377
	"Delaware"	"10"	"80 to 84"	"80 to 84"	"2014"	"2014"	18573
	"Delaware"	"10"	"80 to 84"	"80 to 84"	"2015"	"2015"	18902
	"Delaware"	"10"	"80 to 84"	"80 to 84"	"2016"	"2016"	19194
	"Delaware"	"10"	"80 to 84"	"80 to 84"	"2017"	"2017"	19524
"Total"	"Delaware"	"10"	"80 to 84"	"80 to 84"			147825
	"Delaware"	"10"	"85+"	"85+"	"2010"	"2010"	15847
	"Delaware"	"10"	"85+"	"85+"	"2011"	"2011"	16277
	"Delaware"	"10"	"85+"	"85+"	"2012"	"2012"	16813
	"Delaware"	"10"	"85+"	"85+"	"2013"	"2013"	17302
	"Delaware"	"10"	"85+"	"85+"	"2014"	"2014"	17892
	"Delaware"	"10"	"85+"	"85+"	"2015"	"2015"	18422
	"Delaware"	"10"	"85+"	"85+"	"2016"	"2016"	19036
	"Delaware"	"10"	"85+"	"85+"	"2017"	"2017"	19516
"Total"	"Delaware"	"10"	"85+"	"85+"			141105
"Total"	"Delaware"	"10"					7443127
	"District of Columbia"	"11"	"0 to 4"	"0 to 4"	"2010"	"2010"	33275
	"District of Columbia"	"11"	"0 to 4"	"0 to 4"	"2011"	"2011"	36231
	"District of Columbia"	"11"	"0 to 4"	"0 to 4"	"2012"	"2012"	38817
	"District of Columbia"	"11"	"0 to 4"	"0 to 4"	"2013"	"2013"	41175
	"District of Columbia"	"11"	"0 to 4"	"0 to 4"	"2014"	"2014"	42833
	"District of Columbia"	"11"	"0 to 4"	"0 to 4"	"2015"	"2015"	44169
	"District of Columbia"	"11"	"0 to 4"	"0 to 4"	"2016"	"2016"	44465
	"District of Columbia"	"11"	"0 to 4"	"0 to 4"	"2017"	"2017"	45035
"Total"	"District of Columbia"	"11"	"0 to 4"	"0 to 4"			326000
	"District of Columbia"	"11"	"5 to 9"	"5 to 9"	"2010"	"2010"	26156
	"District of Columbia"	"11"	"5 to 9"	"5 to 9"	"2011"	"2011"	26677
	"District of Columbia"	"11"	"5 to 9"	"5 to 9"	"2012"	"2012"	28092
	"District of Columbia"	"11"	"5 to 9"	"5 to 9"	"2013"	"2013"	29758
	"District of Columbia"	"11"	"5 to 9"	"5 to 9"	"2014"	"2014"	30858
	"District of Columbia"	"11"	"5 to 9"	"5 to 9"	"2015"	"2015"	32268
	"District of Columbia"	"11"	"5 to 9"	"5 to 9"	"2016"	"2016"	34159
	"District of Columbia"	"11"	"5 to 9"	"5 to 9"	"2017"	"2017"	36123
"Total"	"District of Columbia"	"11"	"5 to 9"	"5 to 9"			244091
	"District of Columbia"	"11"	"10 to 14"	"10 to 14"	"2010"	"2010"	24939
	"District of Columbia"	"11"	"10 to 14"	"10 to 14"	"2011"	"2011"	24821
	"District of Columbia"	"11"	"10 to 14"	"10 to 14"	"2012"	"2012"	25044
	"District of Columbia"	"11"	"10 to 14"	"10 to 14"	"2013"	"2013"	25420
	"District of Columbia"	"11"	"10 to 14"	"10 to 14"	"2014"	"2014"	25914
	"District of Columbia"	"11"	"10 to 14"	"10 to 14"	"2015"	"2015"	26346
	"District of Columbia"	"11"	"10 to 14"	"10 to 14"	"2016"	"2016"	26557
	"District of Columbia"	"11"	"10 to 14"	"10 to 14"	"2017"	"2017"	27603
"Total"	"District of Columbia"	"11"	"10 to 14"	"10 to 14"			206644
	"District of Columbia"	"11"	"15 to 19"	"15 to 19"	"2010"	"2010"	39760
	"District of Columbia"	"11"	"15 to 19"	"15 to 19"	"2011"	"2011"	39130
	"District of Columbia"	"11"	"15 to 19"	"15 to 19"	"2012"	"2012"	38486
	"District of Columbia"	"11"	"15 to 19"	"15 to 19"	"2013"	"2013"	37574
	"District of Columbia"	"11"	"15 to 19"	"15 to 19"	"2014"	"2014"	36886
	"District of Columbia"	"11"	"15 to 19"	"15 to 19"	"2015"	"2015"	36614
	"District of Columbia"	"11"	"15 to 19"	"15 to 19"	"2016"	"2016"	36673
	"District of Columbia"	"11"	"15 to 19"	"15 to 19"	"2017"	"2017"	36919
"Total"	"District of Columbia"	"11"	"15 to 19"	"15 to 19"			302042
	"District of Columbia"	"11"	"20 to 24"	"20 to 24"	"2010"	"2010"	63314
	"District of Columbia"	"11"	"20 to 24"	"20 to 24"	"2011"	"2011"	60811
	"District of Columbia"	"11"	"20 to 24"	"20 to 24"	"2012"	"2012"	58558
	"District of Columbia"	"11"	"20 to 24"	"20 to 24"	"2013"	"2013"	56634
	"District of Columbia"	"11"	"20 to 24"	"20 to 24"	"2014"	"2014"	55823
	"District of Columbia"	"11"	"20 to 24"	"20 to 24"	"2015"	"2015"	55043
	"District of Columbia"	"11"	"20 to 24"	"20 to 24"	"2016"	"2016"	54349
	"District of Columbia"	"11"	"20 to 24"	"20 to 24"	"2017"	"2017"	53576
"Total"	"District of Columbia"	"11"	"20 to 24"	"20 to 24"			458108
	"District of Columbia"	"11"	"25 to 29"	"25 to 29"	"2010"	"2010"	70566
	"District of Columbia"	"11"	"25 to 29"	"25 to 29"	"2011"	"2011"	74762
	"District of Columbia"	"11"	"25 to 29"	"25 to 29"	"2012"	"2012"	78257
	"District of Columbia"	"11"	"25 to 29"	"25 to 29"	"2013"	"2013"	80246
	"District of Columbia"	"11"	"25 to 29"	"25 to 29"	"2014"	"2014"	80591
