Age Code,State,State Code,Yearly July 1st Estimates,Population
0,Alabama,1,2010,59276
0,Alabama,1,2011,59150
0,Alabama,1,2012,58517
0,Alabama,1,2013,57380
0,Alabama,1,2014,58354
0,Alabama,1,2015,59080
0,Alabama,1,2016,58514
0,Alabama,1,2017,57902
0,Alaska,2,2010,11040
0,Alaska,2,2011,11699
0,Alaska,2,2012,11089
0,Alaska,2,2013,11280
0,Alaska,2,2014,11390
0,Alaska,2,2015,11253
0,Alaska,2,2016,11160
0,Alaska,2,2017,11099
0,Arizona,4,2010,86629
0,Arizona,4,2011,85926
0,Arizona,4,2012,85395
0,Arizona,4,2013,86006
0,Arizona,4,2014,86065
0,Arizona,4,2015,86653
0,Arizona,4,2016,85178
0,Arizona,4,2017,85596
0,Arkansas,5,2010,38222
0,Arkansas,5,2011,38177
0,Arkansas,5,2012,38302
0,Arkansas,5,2013,37647
0,Arkansas,5,2014,37939
0,Arkansas,5,2015,38453
0,Arkansas,5,2016,38211
0,Arkansas,5,2017,37966
0,California,6,2010,495809
0,California,6,2011,509408
0,California,6,2012,497267
0,California,6,2013,499557
0,California,6,2014,499217
0,California,6,2015,500834
0,California,6,2016,489444
0,California,6,2017,488479
0,Colorado,8,2010,66916
0,Colorado,8,2011,65824
0,Colorado,8,2012,64645
0,Colorado,8,2013,64654
0,Colorado,8,2014,65614
0,Colorado,8,2015,66222
0,Colorado,8,2016,66792
0,Colorado,8,2017,67468
0,Connecticut,9,2010,38085
0,Connecticut,9,2011,37681
0,Connecticut,9,2012,36858
0,Connecticut,9,2013,36204
0,Connecticut,9,2014,36259
0,Connecticut,9,2015,36414
0,Connecticut,9,2016,35392
0,Connecticut,9,2017,35287
0,Delaware,10,2010,11008
0,Delaware,10,2011,11233
0,Delaware,10,2012,11073
0,Delaware,10,2013,10810
0,Delaware,10,2014,10930
0,Delaware,10,2015,10983
0,Delaware,10,2016,11035
0,Delaware,10,2017,10956
0,District of Columbia,11,2010,7605
0,District of Columbia,11,2011,9305
0,District of Columbia,11,2012,9368
0,District of Columbia,11,2013,9610
0,District of Columbia,11,2014,9446
0,District of Columbia,11,2015,9802
0,District of Columbia,11,2016,9681
0,District of Columbia,11,2017,9832
0,Florida,12,2010,207968
0,Florida,12,2011,213084
0,Florida,12,2012,213808
0,Florida,12,2013,213300
0,Florida,12,2014,218522
0,Florida,12,2015,222068
0,Florida,12,2016,225621
0,Florida,12,2017,225700
0,Georgia,13,2010,132626
0,Georgia,13,2011,131967
0,Georgia,13,2012,131213
0,Georgia,13,2013,128079
0,Georgia,13,2014,128954
0,Georgia,13,2015,131054
0,Georgia,13,2016,130657
0,Georgia,13,2017,130163
0,Hawaii,15,2010,18028
0,Hawaii,15,2011,19113
0,Hawaii,15,2012,18839
0,Hawaii,15,2013,19003
0,Hawaii,15,2014,18880
0,Hawaii,15,2015,18186
0,Hawaii,15,2016,18258
0,Hawaii,15,2017,17950
0,Idaho,16,2010,23604
0,Idaho,16,2011,22854
0,Idaho,16,2012,22268
0,Idaho,16,2013,22555
0,Idaho,16,2014,22344
0,Idaho,16,2015,22938
0,Idaho,16,2016,22790
0,Idaho,16,2017,22911
0,Illinois,17,2010,163753
0,Illinois,17,2011,161923
0,Illinois,17,2012,159616
0,Illinois,17,2013,157050
0,Illinois,17,2014,156903
0,Illinois,17,2015,158672
0,Illinois,17,2016,155581
0,Illinois,17,2017,153473
0,Indiana,18,2010,84002
0,Indiana,18,2011,82987
0,Indiana,18,2012,82638
0,Indiana,18,2013,82829
0,Indiana,18,2014,82945
0,Indiana,18,2015,83590
0,Indiana,18,2016,82944
0,Indiana,18,2017,82498
0,Iowa,19,2010,39279
0,Iowa,19,2011,37688
0,Iowa,19,2012,38304
0,Iowa,19,2013,38648
0,Iowa,19,2014,39304
0,Iowa,19,2015,39512
0,Iowa,19,2016,39127
0,Iowa,19,2017,38976
0,Kansas,20,2010,40619
0,Kansas,20,2011,39937
0,Kansas,20,2012,39335
0,Kansas,20,2013,39541
0,Kansas,20,2014,39082
0,Kansas,20,2015,38771
0,Kansas,20,2016,38607
0,Kansas,20,2017,38059
0,Kentucky,21,2010,55072
0,Kentucky,21,2011,55047
0,Kentucky,21,2012,54958
0,Kentucky,21,2013,55752
0,Kentucky,21,2014,55424
0,Kentucky,21,2015,55619
0,Kentucky,21,2016,55351
0,Kentucky,21,2017,54637
0,Louisiana,22,2010,61065
0,Louisiana,22,2011,61710
0,Louisiana,22,2012,61661
0,Louisiana,22,2013,61915
0,Louisiana,22,2014,63605
0,Louisiana,22,2015,63855
0,Louisiana,22,2016,63647
0,Louisiana,22,2017,62458
0,Maine,23,2010,13289
0,Maine,23,2011,12604
0,Maine,23,2012,12750
0,Maine,23,2013,12829
0,Maine,23,2014,12639
0,Maine,23,2015,12602
0,Maine,23,2016,12528
0,Maine,23,2017,12477
0,Maryland,24,2010,72316
0,Maryland,24,2011,73377
0,Maryland,24,2012,72600
0,Maryland,24,2013,72244
0,Maryland,24,2014,72572
0,Maryland,24,2015,74012
0,Maryland,24,2016,72983
0,Maryland,24,2017,72259
0,Massachusetts,25,2010,72343
0,Massachusetts,25,2011,73421
0,Massachusetts,25,2012,72443
0,Massachusetts,25,2013,72468
0,Massachusetts,25,2014,72311
0,Massachusetts,25,2015,72289
0,Massachusetts,25,2016,71568
0,Massachusetts,25,2017,71523
0,Michigan,26,2010,115043
0,Michigan,26,2011,113589
0,Michigan,26,2012,112625
0,Michigan,26,2013,112494
0,Michigan,26,2014,114024
0,Michigan,26,2015,113321
0,Michigan,26,2016,112359
0,Michigan,26,2017,111691
0,Minnesota,27,2010,69253
0,Minnesota,27,2011,68492
0,Minnesota,27,2012,68114
0,Minnesota,27,2013,68986
0,Minnesota,27,2014,69917
0,Minnesota,27,2015,69700
0,Minnesota,27,2016,69704
0,Minnesota,27,2017,69351
0,Mississippi,28,2010,39612
0,Mississippi,28,2011,39204
0,Mississippi,28,2012,38945
0,Mississippi,28,2013,38011
0,Mississippi,28,2014,38172
0,Mississippi,28,2015,38126
0,Mississippi,28,2016,37440
0,Mississippi,28,2017,36857
0,Missouri,29,2010,75980
0,Missouri,29,2011,75767
0,Missouri,29,2012,75013
0,Missouri,29,2013,74752
0,Missouri,29,2014,75444
0,Missouri,29,2015,74817
0,Missouri,29,2016,74134
0,Missouri,29,2017,73499
0,Montana,30,2010,12171
0,Montana,30,2011,12031
0,Montana,30,2012,12063
0,Montana,30,2013,12223
0,Montana,30,2014,12409
0,Montana,30,2015,12600
0,Montana,30,2016,12605
0,Montana,30,2017,12538
0,Nebraska,31,2010,26089
0,Nebraska,31,2011,25648
0,Nebraska,31,2012,25677
0,Nebraska,31,2013,25881
0,Nebraska,31,2014,26345
0,Nebraska,31,2015,26720
0,Nebraska,31,2016,26313
0,Nebraska,31,2017,26340
0,Nevada,32,2010,36216
0,Nevada,32,2011,35654
0,Nevada,32,2012,34583
0,Nevada,32,2013,34908
0,Nevada,32,2014,35058
0,Nevada,32,2015,36042
0,Nevada,32,2016,36338
0,Nevada,32,2017,36450
0,New Hampshire,33,2010,13014
0,New Hampshire,33,2011,13033
0,New Hampshire,33,2012,12405
0,New Hampshire,33,2013,12592
0,New Hampshire,33,2014,12213
0,New Hampshire,33,2015,12403
0,New Hampshire,33,2016,12463
0,New Hampshire,33,2017,12485
0,New Jersey,34,2010,105671
0,New Jersey,34,2011,107031
0,New Jersey,34,2012,104919
0,New Jersey,34,2013,103764
0,New Jersey,34,2014,103595
0,New Jersey,34,2015,103369
0,New Jersey,34,2016,102648
0,New Jersey,34,2017,101902
0,New Mexico,35,2010,27888
0,New Mexico,35,2011,27627
0,New Mexico,35,2012,26854
0,New Mexico,35,2013,26536
0,New Mexico,35,2014,26171
0,New Mexico,35,2015,25851
0,New Mexico,35,2016,25168
0,New Mexico,35,2017,25060
0,New York,36,2010,235975
0,New York,36,2011,244381
0,New York,36,2012,241439
0,New York,36,2013,241441
0,New York,36,2014,238825
0,New York,36,2015,241239
0,New York,36,2016,236715
0,New York,36,2017,234658
0,North Carolina,37,2010,122582
0,North Carolina,37,2011,120607
0,North Carolina,37,2012,119081
0,North Carolina,37,2013,118983
0,North Carolina,37,2014,119945
0,North Carolina,37,2015,120509
0,North Carolina,37,2016,120763
0,North Carolina,37,2017,120301
0,North Dakota,38,2010,9022
0,North Dakota,38,2011,9147
0,North Dakota,38,2012,9788
0,North Dakota,38,2013,10155
0,North Dakota,38,2014,10900
0,North Dakota,38,2015,11310
0,North Dakota,38,2016,11192
0,North Dakota,38,2017,10983
0,Ohio,39,2010,138815
0,Ohio,39,2011,137055
0,Ohio,39,2012,136677
0,Ohio,39,2013,138241
0,Ohio,39,2014,138737
0,Ohio,39,2015,138748
0,Ohio,39,2016,137292
0,Ohio,39,2017,136705
0,Oklahoma,40,2010,52146
0,Oklahoma,40,2011,52122
0,Oklahoma,40,2012,51961
0,Oklahoma,40,2013,52909
0,Oklahoma,40,2014,52626
0,Oklahoma,40,2015,53111
0,Oklahoma,40,2016,52338
0,Oklahoma,40,2017,51877
0,Oregon,41,2010,46409
0,Oregon,41,2011,45459
0,Oregon,41,2012,44957
0,Oregon,41,2013,44991
0,Oregon,41,2014,45489
0,Oregon,41,2015,45702
0,Oregon,41,2016,46044
0,Oregon,41,2017,46616
0,Pennsylvania,42,2010,142266
0,Pennsylvania,42,2011,142383
0,Pennsylvania,42,2012,141509
0,Pennsylvania,42,2013,141208
0,Pennsylvania,42,2014,141738
0,Pennsylvania,42,2015,141445
0,Pennsylvania,42,2016,139255
0,Pennsylvania,42,2017,138354
0,Rhode Island,44,2010,11072
0,Rhode Island,44,2011,10995
0,Rhode Island,44,2012,11026
0,Rhode Island,44,2013,10884
0,Rhode Island,44,2014,10744
0,Rhode Island,44,2015,10874
0,Rhode Island,44,2016,11043
0,Rhode Island,44,2017,10923
0,South Carolina,45,2010,58440
0,South Carolina,45,2011,57019
0,South Carolina,45,2012,57032
0,South Carolina,45,2013,56112
0,South Carolina,45,2014,56879
0,South Carolina,45,2015,57865
0,South Carolina,45,2016,57467
0,South Carolina,45,2017,57601
0,South Dakota,46,2010,11776
0,South Dakota,46,2011,11839
0,South Dakota,46,2012,11927
0,South Dakota,46,2013,12129
0,South Dakota,46,2014,12509
0,South Dakota,46,2015,12313
0,South Dakota,46,2016,12328
0,South Dakota,46,2017,12257
0,Tennessee,47,2010,78933
0,Tennessee,47,2011,78133
0,Tennessee,47,2012,79839
0,Tennessee,47,2013,79715
0,Tennessee,47,2014,79968
0,Tennessee,47,2015,81342
0,Tennessee,47,2016,81151
0,Tennessee,47,2017,80906
0,Texas,48,2010,379281
0,Texas,48,2011,380032
0,Texas,48,2012,376627
0,Texas,48,2013,383061
0,Texas,48,2014,393208
0,Texas,48,2015,401039
0,Texas,48,2016,403211
0,Texas,48,2017,403360
0,Utah,49,2010,53062
0,Utah,49,2011,51705
0,Utah,49,2012,50277
0,Utah,49,2013,51703
0,Utah,49,2014,50690
0,Utah,49,2015,50912
0,Utah,49,2016,50982
0,Utah,49,2017,51401
0,Vermont,50,2010,6121
0,Vermont,50,2011,6058
0,Vermont,50,2012,6099
0,Vermont,50,2013,6000
0,Vermont,50,2014,6141
0,Vermont,50,2015,5997
0,Vermont,50,2016,5868
0,Vermont,50,2017,5835
0,Virginia,51,2010,100882
0,Virginia,51,2011,101948
0,Virginia,51,2012,102242
0,Virginia,51,2013,102132
0,Virginia,51,2014,102218
0,Virginia,51,2015,102880
0,Virginia,51,2016,102637
0,Virginia,51,2017,101062
0,Washington,53,2010,87631
0,Washington,53,2011,86729
0,Washington,53,2012,86714
0,Washington,53,2013,87301
0,Washington,53,2014,87386
0,Washington,53,2015,88775
0,Washington,53,2016,89914
0,Washington,53,2017,90480
0,West Virginia,54,2010,20201
0,West Virginia,54,2011,20308
0,West Virginia,54,2012,20514
0,West Virginia,54,2013,20759
0,West Virginia,54,2014,20367
0,West Virginia,54,2015,19934
0,West Virginia,54,2016,19276
0,West Virginia,54,2017,18958
0,Wisconsin,55,2010,69540
0,Wisconsin,55,2011,67443
0,Wisconsin,55,2012,67241
0,Wisconsin,55,2013,66502
0,Wisconsin,55,2014,66655
0,Wisconsin,55,2015,66747
0,Wisconsin,55,2016,66064
0,Wisconsin,55,2017,65697
0,Wyoming,56,2010,7809
0,Wyoming,56,2011,7417
0,Wyoming,56,2012,7391
0,Wyoming,56,2013,7474
0,Wyoming,56,2014,7653
0,Wyoming,56,2015,7741
0,Wyoming,56,2016,7596
0,Wyoming,56,2017,7479
1,Alabama,1,2010,59758
1,Alabama,1,2011,59381
1,Alabama,1,2012,59203
1,Alabama,1,2013,58580
1,Alabama,1,2014,57699
1,Alabama,1,2015,58738
1,Alabama,1,2016,59340
1,Alabama,1,2017,58838
1,Alaska,2,2010,10960
1,Alaska,2,2011,11089
1,Alaska,2,2012,11427
1,Alaska,2,2013,11176
1,Alaska,2,2014,11181
1,Alaska,2,2015,11109
1,Alaska,2,2016,11002
1,Alaska,2,2017,10843
1,Arizona,4,2010,88728
1,Arizona,4,2011,86091
1,Arizona,4,2012,86293
1,Arizona,4,2013,85948
1,Arizona,4,2014,86548
1,Arizona,4,2015,86758
1,Arizona,4,2016,87743
1,Arizona,4,2017,86102
1,Arkansas,5,2010,38578
1,Arkansas,5,2011,38372
1,Arkansas,5,2012,38315
1,Arkansas,5,2013,38306
1,Arkansas,5,2014,37726
1,Arkansas,5,2015,38005
1,Arkansas,5,2016,38619
1,Arkansas,5,2017,38520
1,California,6,2010,494842
1,California,6,2011,496856
1,California,6,2012,509787
1,California,6,2013,497925
1,California,6,2014,499786
1,California,6,2015,499070
1,California,6,2016,500468
1,California,6,2017,488722
1,Colorado,8,2010,67333
1,Colorado,8,2011,67585
1,Colorado,8,2012,66606
1,Colorado,8,2013,65438
1,Colorado,8,2014,65174
1,Colorado,8,2015,66528
1,Colorado,8,2016,66990
1,Colorado,8,2017,66858
1,Connecticut,9,2010,38700
1,Connecticut,9,2011,38591
1,Connecticut,9,2012,38325
1,Connecticut,9,2013,37413
1,Connecticut,9,2014,36616
1,Connecticut,9,2015,36559
1,Connecticut,9,2016,36979
1,Connecticut,9,2017,35880
1,Delaware,10,2010,10905
1,Delaware,10,2011,11117
1,Delaware,10,2012,11373
1,Delaware,10,2013,11125
1,Delaware,10,2014,10846
1,Delaware,10,2015,10982
1,Delaware,10,2016,10987
1,Delaware,10,2017,10987
1,District of Columbia,11,2010,6777
1,District of Columbia,11,2011,7379
1,District of Columbia,11,2012,8884
1,District of Columbia,11,2013,8990
1,District of Columbia,11,2014,9151
1,District of Columbia,11,2015,8759
1,District of Columbia,11,2016,9410
1,District of Columbia,11,2017,9286
1,Florida,12,2010,209266
1,Florida,12,2011,209395
1,Florida,12,2012,214692
1,Florida,12,2013,215301
1,Florida,12,2014,216072
1,Florida,12,2015,222336
1,Florida,12,2016,225827
1,Florida,12,2017,228625
1,Georgia,13,2010,133391
1,Georgia,13,2011,133329
1,Georgia,13,2012,132436
1,Georgia,13,2013,131642
1,Georgia,13,2014,128875
1,Georgia,13,2015,130342
1,Georgia,13,2016,132335
1,Georgia,13,2017,131715
1,Hawaii,15,2010,17661
1,Hawaii,15,2011,18014
1,Hawaii,15,2012,18928
1,Hawaii,15,2013,18796
1,Hawaii,15,2014,18797
1,Hawaii,15,2015,18621
1,Hawaii,15,2016,18060
1,Hawaii,15,2017,17969
1,Idaho,16,2010,23907
1,Idaho,16,2011,23547
1,Idaho,16,2012,22804
1,Idaho,16,2013,22157
1,Idaho,16,2014,22694
1,Idaho,16,2015,22326
1,Idaho,16,2016,23334
1,Idaho,16,2017,23384
1,Illinois,17,2010,163043
1,Illinois,17,2011,163342
1,Illinois,17,2012,161367
1,Illinois,17,2013,159005
1,Illinois,17,2014,156290
1,Illinois,17,2015,156133
1,Illinois,17,2016,157820
1,Illinois,17,2017,154981
1,Indiana,18,2010,84655
1,Indiana,18,2011,84290
1,Indiana,18,2012,83240
1,Indiana,18,2013,83160
1,Indiana,18,2014,83601
1,Indiana,18,2015,83387
1,Indiana,18,2016,84480
1,Indiana,18,2017,83680
1,Iowa,19,2010,39538
1,Iowa,19,2011,39532
1,Iowa,19,2012,37947
1,Iowa,19,2013,38653
1,Iowa,19,2014,39078
1,Iowa,19,2015,39651
1,Iowa,19,2016,39915
1,Iowa,19,2017,39547
1,Kansas,20,2010,40668
1,Kansas,20,2011,40885
1,Kansas,20,2012,40413
1,Kansas,20,2013,39546
1,Kansas,20,2014,39470
1,Kansas,20,2015,39145
1,Kansas,20,2016,38490
1,Kansas,20,2017,38555
1,Kentucky,21,2010,55342
1,Kentucky,21,2011,55250
1,Kentucky,21,2012,55196
1,Kentucky,21,2013,55099
1,Kentucky,21,2014,55475
1,Kentucky,21,2015,55337
1,Kentucky,21,2016,55560
1,Kentucky,21,2017,55303
1,Louisiana,22,2010,61939
1,Louisiana,22,2011,61054
1,Louisiana,22,2012,61674
1,Louisiana,22,2013,61545
1,Louisiana,22,2014,61924
1,Louisiana,22,2015,63342
1,Louisiana,22,2016,63362
1,Louisiana,22,2017,63159
1,Maine,23,2010,13316
1,Maine,23,2011,13295
1,Maine,23,2012,12707
1,Maine,23,2013,12817
1,Maine,23,2014,12825
1,Maine,23,2015,12709
1,Maine,23,2016,12800
1,Maine,23,2017,12723
1,Maryland,24,2010,71757
1,Maryland,24,2011,73090
1,Maryland,24,2012,73543
1,Maryland,24,2013,72905
1,Maryland,24,2014,73291
1,Maryland,24,2015,72974
1,Maryland,24,2016,73903
1,Maryland,24,2017,73186
1,Massachusetts,25,2010,71630
1,Massachusetts,25,2011,72524
1,Massachusetts,25,2012,73779
1,Massachusetts,25,2013,72746
1,Massachusetts,25,2014,72525
1,Massachusetts,25,2015,72246
1,Massachusetts,25,2016,72297
1,Massachusetts,25,2017,71600
1,Michigan,26,2010,115539
1,Michigan,26,2011,115442
1,Michigan,26,2012,114437
1,Michigan,26,2013,113640
1,Michigan,26,2014,113327
1,Michigan,26,2015,114688
1,Michigan,26,2016,114774
1,Michigan,26,2017,113765
1,Minnesota,27,2010,69398
1,Minnesota,27,2011,69842
1,Minnesota,27,2012,68908
1,Minnesota,27,2013,68709
1,Minnesota,27,2014,69547
1,Minnesota,27,2015,70434
1,Minnesota,27,2016,70615
1,Minnesota,27,2017,70772
1,Mississippi,28,2010,41175
1,Mississippi,28,2011,39675
1,Mississippi,28,2012,39130
1,Mississippi,28,2013,38925
1,Mississippi,28,2014,38078
1,Mississippi,28,2015,38131
1,Mississippi,28,2016,38091
1,Mississippi,28,2017,37181
1,Missouri,29,2010,76412
1,Missouri,29,2011,75619
1,Missouri,29,2012,75506
1,Missouri,29,2013,74873
1,Missouri,29,2014,74743
1,Missouri,29,2015,75522
1,Missouri,29,2016,75078
1,Missouri,29,2017,74554
1,Montana,30,2010,12336
1,Montana,30,2011,12107
1,Montana,30,2012,12042
1,Montana,30,2013,12176
1,Montana,30,2014,12234
1,Montana,30,2015,12494
1,Montana,30,2016,12698
1,Montana,30,2017,12726
1,Nebraska,31,2010,26162
1,Nebraska,31,2011,26091
1,Nebraska,31,2012,25869
1,Nebraska,31,2013,25774
1,Nebraska,31,2014,26045
1,Nebraska,31,2015,26567
1,Nebraska,31,2016,26965
1,Nebraska,31,2017,26384
1,Nevada,32,2010,36517
1,Nevada,32,2011,36003
1,Nevada,32,2012,35675
1,Nevada,32,2013,34842
1,Nevada,32,2014,35569
1,Nevada,32,2015,35551
1,Nevada,32,2016,36959
1,Nevada,32,2017,36994
1,New Hampshire,33,2010,13359
1,New Hampshire,33,2011,13202
1,New Hampshire,33,2012,13085
1,New Hampshire,33,2013,12544
1,New Hampshire,33,2014,12863
1,New Hampshire,33,2015,12413
1,New Hampshire,33,2016,12649
1,New Hampshire,33,2017,12720
1,New Jersey,34,2010,105123
1,New Jersey,34,2011,106599
1,New Jersey,34,2012,107460
1,New Jersey,34,2013,105642
1,New Jersey,34,2014,104466
1,New Jersey,34,2015,104371
1,New Jersey,34,2016,103989
1,New Jersey,34,2017,103513
1,New Mexico,35,2010,28510
1,New Mexico,35,2011,28190
1,New Mexico,35,2012,27603
1,New Mexico,35,2013,26851
1,New Mexico,35,2014,26413
1,New Mexico,35,2015,26142
1,New Mexico,35,2016,25626
1,New Mexico,35,2017,25193
1,New York,36,2010,228122
1,New York,36,2011,234998
1,New York,36,2012,242188
1,New York,36,2013,239736
1,New York,36,2014,238841
1,New York,36,2015,235889
1,New York,36,2016,237946
1,New York,36,2017,233255
1,North Carolina,37,2010,124297
1,North Carolina,37,2011,123019
1,North Carolina,37,2012,120755
1,North Carolina,37,2013,119413
1,North Carolina,37,2014,118942
1,North Carolina,37,2015,120581
1,North Carolina,37,2016,121391
1,North Carolina,37,2017,122332
1,North Dakota,38,2010,9065
1,North Dakota,38,2011,9182
1,North Dakota,38,2012,9399
1,North Dakota,38,2013,10017
1,North Dakota,38,2014,10427
1,North Dakota,38,2015,11013
1,North Dakota,38,2016,11132
1,North Dakota,38,2017,10970
1,Ohio,39,2010,140900
1,Ohio,39,2011,139083
1,Ohio,39,2012,137679
1,Ohio,39,2013,137768
1,Ohio,39,2014,139524
1,Ohio,39,2015,139626
1,Ohio,39,2016,139756
1,Ohio,39,2017,138770
1,Oklahoma,40,2010,52396
1,Oklahoma,40,2011,52295
1,Oklahoma,40,2012,52507
1,Oklahoma,40,2013,52487
1,Oklahoma,40,2014,53161
1,Oklahoma,40,2015,53096
1,Oklahoma,40,2016,52880
1,Oklahoma,40,2017,52379
1,Oregon,41,2010,46621
1,Oregon,41,2011,46615
1,Oregon,41,2012,45789
1,Oregon,41,2013,45447
1,Oregon,41,2014,45504
1,Oregon,41,2015,46301
1,Oregon,41,2016,46693
1,Oregon,41,2017,46846
1,Pennsylvania,42,2010,142805
1,Pennsylvania,42,2011,143030
1,Pennsylvania,42,2012,143355
1,Pennsylvania,42,2013,142057
1,Pennsylvania,42,2014,141582
1,Pennsylvania,42,2015,142388
1,Pennsylvania,42,2016,141906
1,Pennsylvania,42,2017,140254
1,Rhode Island,44,2010,11022
1,Rhode Island,44,2011,11109
1,Rhode Island,44,2012,11103
1,Rhode Island,44,2013,10956
1,Rhode Island,44,2014,10878
1,Rhode Island,44,2015,10795
1,Rhode Island,44,2016,10971
1,Rhode Island,44,2017,11140
1,South Carolina,45,2010,59657
1,South Carolina,45,2011,58768
1,South Carolina,45,2012,57211
1,South Carolina,45,2013,57356
1,South Carolina,45,2014,56802
1,South Carolina,45,2015,57664
1,South Carolina,45,2016,58788
1,South Carolina,45,2017,58465
1,South Dakota,46,2010,11769
1,South Dakota,46,2011,11836
1,South Dakota,46,2012,11766
1,South Dakota,46,2013,12060
1,South Dakota,46,2014,12157
1,South Dakota,46,2015,12440
1,South Dakota,46,2016,12323
1,South Dakota,46,2017,12363
1,Tennessee,47,2010,79653
1,Tennessee,47,2011,78924
1,Tennessee,47,2012,78964
1,Tennessee,47,2013,80206
1,Tennessee,47,2014,79979
1,Tennessee,47,2015,80405
1,Tennessee,47,2016,81649
1,Tennessee,47,2017,81978
1,Texas,48,2010,380327
1,Texas,48,2011,383333
1,Texas,48,2012,384797
1,Texas,48,2013,381039
1,Texas,48,2014,389166
1,Texas,48,2015,399699
1,Texas,48,2016,406573
1,Texas,48,2017,407418
1,Utah,49,2010,52692
1,Utah,49,2011,52476
1,Utah,49,2012,51249
1,Utah,49,2013,49767
1,Utah,49,2014,51266
1,Utah,49,2015,50495
1,Utah,49,2016,50831
1,Utah,49,2017,50842
1,Vermont,50,2010,6129
1,Vermont,50,2011,6123
1,Vermont,50,2012,6042
1,Vermont,50,2013,6092
1,Vermont,50,2014,6017
1,Vermont,50,2015,6195
1,Vermont,50,2016,6010
1,Vermont,50,2017,5884
1,Virginia,51,2010,99624
1,Virginia,51,2011,101411
1,Virginia,51,2012,102320
1,Virginia,51,2013,102506
1,Virginia,51,2014,101996
1,Virginia,51,2015,101790
1,Virginia,51,2016,102758
1,Virginia,51,2017,102808
1,Washington,53,2010,87304
1,Washington,53,2011,88803
1,Washington,53,2012,87632
1,Washington,53,2013,87418
1,Washington,53,2014,88319
1,Washington,53,2015,88390
1,Washington,53,2016,90596
1,Washington,53,2017,91828
1,West Virginia,54,2010,20346
1,West Virginia,54,2011,20253
1,West Virginia,54,2012,20526
1,West Virginia,54,2013,20553
1,West Virginia,54,2014,20660
1,West Virginia,54,2015,20348
1,West Virginia,54,2016,19886
1,West Virginia,54,2017,19267
1,Wisconsin,55,2010,69802
1,Wisconsin,55,2011,70155
1,Wisconsin,55,2012,67782
1,Wisconsin,55,2013,67813
1,Wisconsin,55,2014,67049
1,Wisconsin,55,2015,67089
1,Wisconsin,55,2016,67181
1,Wisconsin,55,2017,66833
1,Wyoming,56,2010,7939
1,Wyoming,56,2011,7865
1,Wyoming,56,2012,7546
1,Wyoming,56,2013,7501
1,Wyoming,56,2014,7490
1,Wyoming,56,2015,7615
1,Wyoming,56,2016,7582
1,Wyoming,56,2017,7355
2,Alabama,1,2010,62061
2,Alabama,1,2011,59970
2,Alabama,1,2012,59419
2,Alabama,1,2013,59310
2,Alabama,1,2014,58595
2,Alabama,1,2015,57957
2,Alabama,1,2016,58865
2,Alabama,1,2017,59655
2,Alaska,2,2010,11016
2,Alaska,2,2011,10814
2,Alaska,2,2012,10992
2,Alaska,2,2013,11300
2,Alaska,2,2014,10934
2,Alaska,2,2015,11009
2,Alaska,2,2016,10896
2,Alaska,2,2017,10689
2,Arizona,4,2010,92676
2,Arizona,4,2011,88186
2,Arizona,4,2012,86353
2,Arizona,4,2013,86682
2,Arizona,4,2014,86431
2,Arizona,4,2015,86713
2,Arizona,4,2016,87678
2,Arizona,4,2017,88729
2,Arkansas,5,2010,39948
2,Arkansas,5,2011,38675
2,Arkansas,5,2012,38575
2,Arkansas,5,2013,38308
2,Arkansas,5,2014,38324
2,Arkansas,5,2015,37711
2,Arkansas,5,2016,38100
2,Arkansas,5,2017,38756
2,California,6,2010,514433
2,California,6,2011,496064
2,California,6,2012,497524
2,California,6,2013,510119
2,California,6,2014,498668
2,California,6,2015,499614
2,California,6,2016,498412
2,California,6,2017,499430
2,Colorado,8,2010,69414
2,Colorado,8,2011,67632
2,Colorado,8,2012,68077
2,Colorado,8,2013,67143
2,Colorado,8,2014,66190
2,Colorado,8,2015,66144
2,Colorado,8,2016,67034
2,Colorado,8,2017,67483
2,Connecticut,9,2010,40535
2,Connecticut,9,2011,39003
2,Connecticut,9,2012,38870
2,Connecticut,9,2013,38602
2,Connecticut,9,2014,37609
2,Connecticut,9,2015,36887
2,Connecticut,9,2016,36843
2,Connecticut,9,2017,37372
2,Delaware,10,2010,11286
2,Delaware,10,2011,10979
2,Delaware,10,2012,11132
2,Delaware,10,2013,11328
2,Delaware,10,2014,11161
2,Delaware,10,2015,10868
2,Delaware,10,2016,11005
2,Delaware,10,2017,11041
2,District of Columbia,11,2010,6669
2,District of Columbia,11,2011,6684
2,District of Columbia,11,2012,7280
2,District of Columbia,11,2013,8601
2,District of Columbia,11,2014,8723
2,District of Columbia,11,2015,8829
2,District of Columbia,11,2016,8435
2,District of Columbia,11,2017,9085
2,Florida,12,2010,217891
2,Florida,12,2011,210440
2,Florida,12,2012,211385
2,Florida,12,2013,216917
2,Florida,12,2014,218043
2,Florida,12,2015,219804
2,Florida,12,2016,226021
2,Florida,12,2017,228295
2,Georgia,13,2010,139052
2,Georgia,13,2011,133898
2,Georgia,13,2012,133519
2,Georgia,13,2013,132928
2,Georgia,13,2014,132244
2,Georgia,13,2015,129964
2,Georgia,13,2016,131658
2,Georgia,13,2017,133306
2,Hawaii,15,2010,17774
2,Hawaii,15,2011,17618
2,Hawaii,15,2012,17967
2,Hawaii,15,2013,18833
