"dvd" "agcat" "allcause" "flu" "pneum" "AH3" "AH1" "B" "pop"
"538" 201304 2 13235 68 807 0.00636040395072641 0.00034869900415158 0.00226735007501124 197587572.537841
"539" 201305 2 13065 62 755 0.00426919198034025 0.000324131538863042 0.00222489107961409 197604780.723949
"540" 201306 2 13376 39 748 0.00281304942603651 0.000267470273295275 0.00218304545621938 197622041.302049
"541" 201307 2 12942 35 799 0.00187580702133488 0.000174101849285573 0.00209047434959052 197639349.111219
"542" 201308 2 12868 30 727 0.00141976962848025 0.000192566455357091 0.00217314863473728 197656698.990538
"543" 201309 2 12751 36 713 0.000992618953315024 0.000128259752394638 0.00213164590128664 197674085.779083
"544" 201310 2 13029 23 718 0.00079617096410679 0.000132194424229052 0.00230765110814909 197691504.315934
"545" 201311 2 13151 25 712 0.000635792238672343 0.000136769260644632 0.00214143472624363 197708949.440168
"546" 201312 2 12758 19 712 0.000461070875671729 9.61946431257564e-05 0.00172297400199631 197726415.990864
"547" 201313 2 12624 15 682 0.000296609381947866 0.000100908346435872 0.0014546204283079 197743898.8071
"548" 201314 2 13019 15 665 0.00031080596793681 7.62354260977082e-05 0.00118212642829147 197761392.727955
"549" 201315 2 12402 10 625 0.000142928444379368 0.000102091745985263 0.00075455081350926 197778892.592506
"550" 201316 2 12364 4 642 0.000124731960001474 5.63305625813106e-05 0.00045265630645696 197796393.239833
"551" 201317 2 12233 9 596 9.76243020361659e-05 5.71010068513424e-05 0.000337080137219214 197813889.509014
"552" 201318 2 12227 1 615 6.7562586000026e-05 2.25208620000087e-05 0.000253359697500097 197831376.239126
"553" 201319 2 12219 4 564 6.82221905426551e-05 2.48080692882382e-05 0.000231075161515445 197848848.269249
"554" 201320 2 12055 2 562 5.05875479766969e-05 2.52937739883485e-05 0.000177056417918439 197866300.43846
"555" 201321 2 12093 6 565 4.36200582503721e-05 2.83530378627418e-05 0.000168980312613398 197883727.585838
"556" 201322 2 12081 2 508 5.68182457484324e-05 5.24476114600915e-05 0.000162136433277164 197901124.550462
"557" 201323 2 12315 4 591 5.2494061481272e-05 5.2494061481272e-05 0.000114251780871004 197918486.171409
"558" 201324 2 12222 3 543 4.21227832514582e-05 7.02046387524303e-05 8.77557984405379e-05 197935807.287758
"559" 201325 2 12387 1 570 3.3964136954979e-05 7.64193081487028e-05 7.24391358492912e-05 197953082.738587
"560" 201326 2 12235 1 525 1.20879586511402e-05 7.9780527097525e-05 2.04152190552589e-05 197970307.362975
"561" 201327 2 12506 3 509 4.27802157267144e-05 7.27263667354144e-05 3.30018807034654e-05 197987476
"562" 201328 2 12258 1 597 7.17859550832694e-05 4.78573033888463e-05 1.70918940674451e-05 198004584.621549
"563" 201329 2 12260 2 529 2.03610576220249e-05 0.000101805288110124 3.1414203188267e-05 198021633.730744
"564" 201330 2 12174 2 482 3.86384314174882e-05 6.6739108812025e-05 1.56114874414094e-05 198038624.963514
"565" 201331 2 12240 3 543 3.61078392292978e-05 7.54982092976227e-05 3.13892011481964e-05 198055559.955792
"566" 201332 2 12168 2 500 2.35049953526043e-05 6.5813986987292e-05 1.03060364238342e-05 198072440.343506
"567" 201333 2 12042 0 541 1.40156077626857e-05 0.000112124862101485 2.22600829172067e-05 198089267.762587
"568" 201334 2 12059 1 519 3.80333233079178e-05 0.000104591639096774 3.47865761962663e-06 198106043.848966
"569" 201335 2 12092 3 494 2.05032572359641e-05 0.000205032572359641 2.69296512949976e-05 198122770.238572
"570" 201336 2 12080 0 520 4.50841994858994e-05 0.000216404157532317 3.58203228792078e-05 198139448.567337
"571" 201337 2 12089 6 536 2.57711842786622e-05 0.000176716692196541 1.68739897062669e-05 198156080.471191
"572" 201338 2 11939 4 534 3.01143253874599e-05 0.000175666898093516 6.85937411603253e-05 198172667.586064
"573" 201339 2 11946 4 529 4.76097890554021e-05 0.000280368757770701 4.95061957473363e-05 198189211.547886
"574" 201340 2 12202 1 529 3.37015706754494e-05 0.000212319895255331 6.08440184559994e-05 198205713.992588
"575" 201341 2 12215 4 520 8.10324746125553e-05 0.000214736057723272 6.73294219951476e-05 198222176.556101
"576" 201342 2 12094 3 568 5.92599796642136e-05 0.000177779938992641 5.54774277707532e-05 198238600.874353
"577" 201343 2 12030 5 502 5.87099141561501e-05 0.000241746705348853 3.89480803062041e-05 198254988.583277
"578" 201344 2 12354 3 586 8.44835164113172e-05 0.000307212786950244 7.83392606723123e-05 198271341.318802
"579" 201345 2 12396 4 615 7.65444560404376e-05 0.000452610696586935 9.30674891555681e-05 198287660.716859
"580" 201346 2 12383 5 577 4.09934138065497e-05 0.000569085038726219 8.90822519185016e-05 198303948.413378
"581" 201347 2 12730 16 636 3.05651772126352e-05 0.000745790323988299 0.000126192060265876 198320206.044289
"582" 201348 2 12481 20 622 9.01601890300334e-05 0.00143880634993762 0.000123250026017 198336435.245523
"583" 201349 2 12935 21 665 6.83502600112951e-05 0.00216354861497292 0.000145857756318327 198352637.65301
"584" 201350 2 13192 38 728 0.000146235952015283 0.00313362754318464 0.000117960002897541 198368814.902681
"585" 201351 2 13181 76 716 0.00015245765854921 0.00616085307368088 0.00015070136445221 198384968.630465
"586" 201352 2 13362 149 809 0.000168516458036309 0.00936596735191273 0.00028517555179307 198401100.472294
"587" 201401 2 14199 240 1026 0.000245116883955614 0.00787599250815277 0.000204211569991064 198417212.064098
"588" 201402 2 14506 296 1104 0.000178371714776814 0.00552952315808124 0.000188337930252685 198433305.041806
"589" 201403 2 14048 301 1108 0.000195913840637495 0.00484648996062464 0.000232607043625624 198449381.04135
"590" 201404 2 13841 275 1013 0.000233128432476678 0.00402676383368808 0.000299917648645868 198465441.69866
"591" 201405 2 13595 242 943 0.000166090677881736 0.00303824410759272 0.000314967107264346 198481488.649666
"592" 201406 2 13685 195 938 0.000200637683923113 0.00216757292716936 0.000363305036928958 198497523.530299
"593" 201407 2 13605 172 860 0.00016746776573481 0.00176345575002679 0.000306616463788916 198513547.976488
"594" 201408 2 13275 111 769 0.000119181993721171 0.00114863805542867 0.000330211685805188 198529563.624165
"595" 201409 2 13025 80 723 0.000121768968153391 0.000759453827693518 0.000356189791497176 198545572.109259
"596" 201410 2 12970 64 733 0.000165909075639588 0.000610240278214578 0.000405267858816257 198561575.067701
"597" 201411 2 13067 55 699 0.000181197386686547 0.000448984674975515 0.000461812808546244 198577574.135422
"598" 201412 2 12827 40 632 0.000332395866619216 0.000396412848338472 0.000706889655861216 198593570.948351
"599" 201413 2 12495 33 689 0.000408057082466215 0.000322004228340687 0.000878881501086771 198609567.14242
"600" 201414 2 12787 16 682 0.000470868474157848 0.000251859881526291 0.00102386517055253 198625564.353558
"601" 201415 2 12711 23 639 0.000612075036398507 0.000182320223608066 0.000971583793837036 198641564.217696
"602" 201416 2 12517 17 654 0.000550303296765679 6.87879120957099e-05 0.000775927648439608 198657568.370765
"603" 201417 2 12361 16 558 0.00044505067175306 7.79650811830179e-05 0.000627085213979481 198673578.448694
"604" 201418 2 12553 9 604 0.000407167194235937 3.27187923939592e-05 0.000662386456611297 198689596.087413
"605" 201419 2 12496 6 582 0.000392268691472503 3.192884698032e-05 0.000525196952370162 198705622.922855
"606" 201420 2 12145 9 537 0.000337429467021284 2.15380510864649e-05 0.000447284923356481 198721660.590948
"607" 201421 2 12316 8 571 0.000249605491491056 0 0.000371288168592946 198737710.727623
"608" 201422 2 12296 7 518 0.0002732377214158 2.62728578284423e-06 0.00030285180138112 198753774.968811
"609" 201423 2 12517 5 580 0.000175256710732221 5.97466059314391e-06 0.000253723919855512 198769854.950441
"610" 201424 2 12364 7 575 0.000157627201357612 5.08474843089071e-06 0.000232445642555004 198785952.308445
"611" 201425 2 12373 1 544 0.000145735333096144 4.55422915925449e-06 0.000178468855178285 198802068.678753
"612" 201426 2 12313 2 569 0.000106186480112294 2.58991414908034e-06 0.000146168279788722 198818205.697294
"613" 201427 2 12431 3 552 9.19213943074224e-05 3.99658236119228e-06 0.000177625882719657 198834365
"614" 201428 2 12460 1 522 0.000114001456923285 2.32656034537316e-06 0.000106634015829603 198850547.77469
"615" 201429 2 12212 3 528 6.33671848489223e-05 0 9.35420347769805e-05 198866753.416741
"616" 201430 2 12280 1 503 7.37107519074323e-05 3.98436496796931e-06 8.3450310718024e-05 198882980.873421
"617" 201431 2 12230 3 541 8.62154654356582e-05 1.69049932226781e-06 6.278997482709e-06 198899229.091996
"618" 201432 2 12281 0 483 4.22880664896537e-05 5.15708127922605e-06 3.55838608266598e-05 198915497.019732
"619" 201433 2 12139 2 515 7.78626216294671e-05 0 6.05598168229188e-05 198931783.603897
"620" 201434 2 12211 3 522 5.85892105823546e-05 2.66314593556157e-06 6.68207525649995e-05 198948087.791756
"621" 201435 2 12345 1 524 6.37405248209495e-05 6.37405248209495e-06 6.26023011634325e-05 198964408.530578
"622" 201436 2 12442 0 542 7.98063196776603e-05 1.36254692132591e-05 4.67158944454597e-05 198980744.767628
"623" 201437 2 12158 2 531 8.17863349668677e-05 1.25825130718258e-06 1.76155183005561e-05 198997095.450174
"624" 201438 2 12441 2 523 8.48571705398872e-05 5.58270858815047e-06 0.000111111851500161 199013459.525482
"625" 201439 2 12302 1 496 0.000134930619181949 0 0.000117439612991696 199029835.940818
"626" 201440 2 12533 1 591 0.000144388846389345 3.20864103087433e-06 0.000115571617508285 199046223.64345
"627" 201441 2 12830 3 601 0.000204640583938361 9.21804432154781e-06 0.000168413669754679 199062621.580645
"628" 201442 2 12476 6 542 0.00027300977643077 6.72437872982191e-06 0.000182027966994452 199079028.699668
"629" 201443 2 12444 2 569 0.000306145972800478 8.0142924816879e-06 0.000138683360349785 199095443.947787
"630" 201444 2 12418 5 588 0.000455226364160507 7.03052299861786e-06 0.000151722352533823 199111866.272269
"631" 201445 2 12970 1 600 0.000786888463701368 1.08536339820878e-05 0.000181109016771379 199128294.620379
"632" 201446 2 12796 5 591 0.00099133518384801 1.52220373719464e-05 0.000173023478681739 199144727.939386
"633" 201447 2 13124 6 627 0.00202561823181853 1.26285425923848e-05 0.000174380158820569 199161165.176555
"634" 201448 2 12714 9 609 0.00366763398535206 1.59323804750307e-05 0.000251042530829631 199177605.279154
"635" 201449 2 13085 12 642 0.00411295063964997 1.41407929653977e-05 0.000248395911779554 199194047.194449
"636" 201450 2 13262 25 650 0.00693764186880531 1.1738818728943e-05 0.000294080970364313 199210489.869707
"637" 201451 2 13135 45 678 0.0109321054241007 6.28462513601648e-06 0.000312170242597233 199226932.252194
"638" 201452 2 13264 61 642 0.0159855112255115 1.23886679608718e-05 0.000495741835520775 199243373.289178
"639" 201453 2 13927 117 790 0.0109599858913314 6.07874980107123e-06 0.000454975022344859 199259811.927925
"640" 201501 2 14202 109 804 0.00675842720645407 1.54522485429073e-05 0.000325344897746876 199276247.115702
"641" 201502 2 14056 86 838 0.00646556028163534 1.19217460632489e-05 0.000437122707633405 199292677.799775
"642" 201503 2 13531 75 740 0.00659782278956117 7.07920900167507e-06 0.000519836807521459 199309102.927411
"643" 201504 2 13208 68 729 0.00524647148040586 1.40656071860747e-05 0.000565205202645196 199325521.445878
"644" 201505 2 13695 46 732 0.00390866827124536 1.36190532099141e-05 0.000687215161417717 199341932.302441
"645" 201506 2 13293 31 723 0.00266688352196686 4.23987841330185e-06 0.000814130499390181 199358334.444368
"646" 201507 2 13541 33 764 0.00191027738321851 8.76274028999318e-06 0.00101110716184857 199374726.818924
"647" 201508 2 13220 31 758 0.00117589765723554 2.22513384920845e-05 0.00098782303789773 199391108.373378
"648" 201509 2 13787 19 754 0.000976062707817922 1.75235674653128e-06 0.00129953142000405 199407478.054996
"649" 201510 2 13652 22 740 0.000641336941661395 1.1625443051264e-05 0.00157126716171492 199423834.811044
"650" 201511 2 13353 22 664 0.00046816848677423 1.81460653788461e-06 0.00145805778555097 199440177.588789
"651" 201512 2 12983 33 661 0.00031142508873883 6.92055752752956e-06 0.00144866601782748 199456505.335498
"652" 201513 2 13106 21 656 0.000222841290932697 5.57103227331743e-06 0.00144429011685754 199472816.998437
"653" 201514 2 13166 31 635 0.000156400792788346 1.46625743239075e-05 0.00119744356978578 199489111.524874
"654" 201515 2 13054 6 664 9.89779416227013e-05 1.71307975885445e-05 0.000850649289379232 199505387.862075
"655" 201516 2 12798 13 662 6.12417482947296e-05 3.22324991024893e-06 0.000645965594258051 199521644.957307
"656" 201517 2 12862 13 614 6.56619877905866e-05 4.6901419850419e-06 0.000561351368834702 199537881.757836
"657" 201518 2 13205 6 629 3.50496114688263e-05 5.84160191147104e-06 0.000523722079063038 199554097.21093
"658" 201519 2 13188 4 613 3.93068172347396e-05 6.55113620578993e-06 0.000346306613912964 199570290.263854
"659" 201520 2 12606 5 572 3.3867371966522e-05 1.78249326139589e-06 0.00027840847130374 199586459.863877
"660" 201521 2 12774 3 545 4.42103217276863e-05 0 0.000208672718554679 199602604.958263
"661" 201522 2 12791 5 534 4.38170218346778e-05 0 0.000164752002098388 199618724.494281
"662" 201523 2 13019 1 605 5.28632398762255e-05 3.52421599174837e-06 0.000128633883698815 199634817.419197
"663" 201524 2 12971 3 598 4.39329002675852e-05 0 5.91404426679031e-05 199650882.680278
"664" 201525 2 12921 3 577 5.45407955223307e-05 0 4.67492533048549e-05 199666919.22479
"665" 201526 2 12920 0 508 6.94510146794929e-05 2.67119287228819e-06 5.00848663554036e-05 199682926
"666" 201527 2 12997 3 565 3.50205699267314e-05 4.1200670502037e-06 4.09197568395231e-05 199698902.1427
"667" 201528 2 12854 4 510 2.36641852762459e-05 2.44801916650819e-06 4.00387134788896e-05 199714847.547785
"668" 201529 2 12640 2 542 3.80155311844895e-05 3.04124249475916e-06 2.4991079630847e-05 199730762.299672
"669" 201530 2 12898 4 514 4.39686038961425e-05 0 1.46562012987142e-05 199746646.48278
"670" 201531 2 12900 1 511 4.08271048183183e-05 3.55018302767985e-06 1.29433756217494e-05 199762500.18153
"671" 201532 2 12745 1 511 6.37053247608714e-05 2.45020479849505e-06 1.07279237123297e-05 199778323.480338
"672" 201533 2 12778 3 550 5.32521901584548e-05 1.10942062830114e-06 2.10432041755184e-05 199794116.463626
"673" 201534 2 12757 2 493 6.71872382882352e-05 5.5989365240196e-06 2.13032706767575e-05 199809879.215811
"674" 201535 2 13036 3 545 7.78436247012942e-05 4.02639438110143e-06 3.07012571558984e-05 199825611.821312
"675" 201536 2 12724 1 530 6.86300323047193e-05 1.07234425476124e-06 3.56616810304319e-05 199841314.364549
"676" 201537 2 12708 1 547 9.29083562840143e-05 4.47751114621756e-06 3.86451854881872e-05 199856986.92994
"677" 201538 2 12757 4 549 8.92611311884822e-05 1.68417228657514e-06 4.61944398603466e-05 199872629.601904
"678" 201539 2 12720 2 573 8.74054047177154e-05 3.97297294171433e-06 4.30783780394454e-05 199888242.46486
"679" 201540 2 13233 4 599 8.178455206439e-05 5.03289551165477e-06 4.44422648305943e-05 199903825.603228
"680" 201541 2 12831 3 577 0.000104360869320791 1.27269352830233e-05 5.45063917983274e-05 199919379.101426
"681" 201542 2 12931 3 589 8.44348862100534e-05 1.68869772420107e-05 5.43168752526529e-05 199934903.043872
"682" 201543 2 12902 5 583 7.72175421040282e-05 2.24179960947179e-05 5.2867836595253e-05 199950397.514987
"683" 201544 2 12971 5 555 8.26271944785728e-05 1.43699468658388e-05 6.79979959940205e-05 199965862.599188
"684" 201545 2 13056 2 638 9.39050114420159e-05 3.03810331135934e-05 8.76114740310032e-05 199981298.380896
"685" 201546 2 12926 4 586 6.30671498303857e-05 2.55271796932513e-05 0.00010336005111091 199996704.944528
"686" 201547 2 12865 3 620 8.69001219472897e-05 6.15542530459969e-05 0.000114771449574642 200012082.374504
"687" 201548 2 13221 6 654 8.88074342999022e-05 6.66055757249267e-05 8.68169228414561e-05 200027430.755242
"688" 201549 2 13410 6 658 7.53692304080462e-05 7.74062366352907e-05 0.000115672853618527 200042750.171163
"689" 201550 2 13022 3 614 9.97817797390702e-05 0.00017653699492297 0.000217431166947179 200058040.706683
"690" 201551 2 13324 7 629 8.53314828378112e-05 0.000230136423411067 0.000238034874715062 200073302.446224
"691" 201552 2 13159 12 699 9.35300106352309e-05 0.000243846099156138 0.000255587961963158 200088535.474202
"692" 201601 2 13749 11 765 9.02130771593164e-05 0.000307785792661197 0.00018492876779539 200103739.875038
"693" 201602 2 13401 13 707 0.00015683409157603 0.000451118285881615 0.000238496204116484 200118915.733151
"694" 201603 2 13512 13 730 0.000174094723110936 0.000628481950430478 0.000353088899672549 200134063.132958
"695" 201604 2 13558 20 704 0.000254572438990882 0.000836906893182525 0.00043448259406323 200149182.15888
"696" 201605 2 13727 26 719 0.000329481246464234 0.00129480349487699 0.00060652362796902 200164272.895335
"697" 201606 2 13923 49 721 0.000508989574246361 0.00192165131632842 0.000927184869517268 200179335.426743
"698" 201607 2 13926 70 740 0.000558944185922056 0.00292572347318576 0.00121379811283755 200194369.837521
"699" 201608 2 13614 84 824 0.000540248080649887 0.00389351202951125 0.00128287480738449 200209376.212089
"700" 201609 2 14083 109 813 0.000772180198909272 0.00465281742857152 0.00160009435726348 200224354.634866
"701" 201610 2 14260 126 894 0.000821188725387122 0.00570109616698472 0.00197064993454205 200239305.190271
"702" 201611 2 14090 158 855 0.000562344523544305 0.00399713431289238 0.00161709275157949 200254227.962723
"703" 201612 2 13832 142 821 0.000571087017502012 0.00305156598240974 0.00152707903951371 200269123.036641
"704" 201613 2 13669 128 779 0.000494383450685061 0.00221648580390469 0.00138423475596927 200283990.496443
"705" 201614 2 13844 104 767 0.000353179995242442 0.00139702309229233 0.00123428832657196 200298830.426549
"706" 201615 2 13634 80 765 0.000333407366874194 0.00109141044028048 0.00129047243622774 200313642.911377
"707" 201616 2 13447 72 693 0.000354535018209024 0.000770485551383391 0.00133139121726476 200328428.035347
"708" 201617 2 12862 48 627 0.000257622610219161 0.000439009958230612 0.00113587878136675 200343185.882878
"709" 201618 2 13125 35 613 0.000192883062012862 0.00025172874194899 0.000855903753762628 200357916.538388
"710" 201619 2 13212 32 667 0.000157952364898268 0.000135023795800132 0.000692679351365502 200372620.086296
"711" 201620 2 12934 17 597 0.000174667821518531 7.93944643266049e-05 0.000572774349784793 200387296.611022
"712" 201621 2 13017 13 601 0.000121532243928071 4.41935432465714e-05 0.000486446914872333 200401946.196984
"713" 201622 2 13167 6 564 8.32871899347296e-05 2.56268276722245e-05 0.000300177658282581 200416568.928601
"714" 201623 2 13148 6 585 6.51925331411918e-05 2.17308443803973e-05 0.000257044844956699 200431164.890292
"715" 201624 2 13040 6 513 5.56857025309939e-05 2.16555509842754e-05 0.000123221658142971 200445734.166476
"716" 201625 2 13054 6 529 4.83160682785677e-05 1.09809246087654e-05 0.000111855691128378 200460276.841573
"717" 201626 2 13081 2 526 3.50651347072677e-05 5.84418911787794e-06 8.02452121185549e-05 200474793
"718" 201627 2 13428 3 551 3.36484932599994e-05 3.73872147333327e-06 4.67340184166658e-05 200489282.796826
"719" 201628 2 13152 0 554 3.05231865724844e-05 1.45348507488021e-06 4.13032008778459e-05 200503746.669715
"720" 201629 2 13200 2 535 3.08256995958933e-05 3.42507773287704e-06 3.71050087728346e-05 200518185.126978
"721" 201630 2 13222 2 512 2.73996451709203e-05 1.44208658794317e-06 3.60521646985793e-05 200532598.676929
"722" 201631 2 13299 0 528 4.49640242002789e-05 9.99200537783975e-07 2.78564998412502e-05 200546987.82788
"723" 201632 2 13290 0 541 2.60741560815023e-05 5.58731916032192e-06 4.31747389661239e-05 200561353.088143
"724" 201633 2 12922 2 523 3.74328146741753e-05 1.2907867129026e-06 3.01183566343939e-05 200575694.966031
"725" 201634 2 13035 4 535 8.59730897715308e-05 1.53523374592019e-05 4.02085028693384e-05 200590013.969856
"726" 201635 2 13095 4 553 9.60470362558147e-05 2.03736137512334e-05 6.11954698754997e-05 200604310.607932
"727" 201636 2 13429 2 549 7.60426565983905e-05 5.0695104398927e-06 7.96891465639274e-05 200618585.38857
"728" 201637 2 12952 2 575 8.48123530805855e-05 1.2336342266267e-05 7.61435720286141e-05 200632838.820082
"729" 201638 2 12901 2 561 0.000116464190574678 9.07513173309178e-06 8.67127277795935e-05 200647071.410783
"730" 201639 2 13110 4 585 0.000122754471821514 8.40784053572016e-06 0.000102702565336325 200661283.668983
"731" 201640 2 13651 3 548 0.000106041196314356 1.1097334498014e-05 9.31574142681056e-05 200675476.102995
"732" 201641 2 13330 4 575 8.74310427960376e-05 1.18733514908199e-05 8.0849595348592e-05 200689649.221133
"733" 201642 2 13082 2 592 9.69696869818535e-05 8.68385256553912e-06 9.0065312401056e-05 200703803.531708
"734" 201643 2 13159 4 587 0.000121890247546167 1.21890247546167e-05 9.30345971066661e-05 200717939.543032
"735" 201644 2 13176 6 519 0.000173339304935135 1.70497676985379e-05 0.000115527349899073 200732057.76342
"736" 201645 2 13427 4 597 0.000245255507722627 7.91146799105249e-06 0.00011754181015278 200746158.701182
"737" 201646 2 13512 3 585 0.000301112420703891 1.43386867001853e-05 0.000136094620622901 200760242.864632
"738" 201647 2 13475 5 576 0.000483207039993962 1.47319219510354e-05 0.000209544812618936 200774310.762081
"739" 201648 2 13843 9 609 0.000436745766772495 1.78543866919574e-05 0.000165937698602994 200788362.901843
"740" 201649 2 13792 8 658 0.000647867402092769 1.8935581689559e-05 0.0001942426083192 200802399.79223
"741" 201650 2 13923 9 702 0.00128191869525086 3.07660486860207e-05 0.000216407897048163 200816421.941555
"742" 201651 2 13999 14 656 0.00259197037509402 7.39834063757152e-05 0.000402103016776471 200830429.858129
"743" 201652 2 14127 27 717 0.00421005435844181 8.03828994451896e-05 0.000463946092370717 200844424.050266
"744" 201701 2 14678 43 787 0.00353555909398265 9.06553613841706e-05 0.000354180293576745 200858405.026278
"745" 201702 2 14636 51 773 0.00393175717262999 8.72141699677997e-05 0.000401983212035375 200872373.294477
"746" 201703 2 14185 40 752 0.00519420171396039 0.000131469581570045 0.000626605158640049 200886329.363176
"747" 201704 2 13783 36 708 0.0054134388802422 0.000104661302908837 0.000759171156837342 200900273.740688
"748" 201705 2 13947 50 708 0.00728883631354783 0.00014352534825905 0.00114298470177588 200914206.935324
"749" 201706 2 14344 64 693 0.00903904225182081 0.000215939434683472 0.00195668289444664 200928129.455399
"750" 201707 2 14020 77 760 0.00858783923794793 0.000223231295176016 0.00239544249375396 200942041.809223
"751" 201708 2 13983 110 713 0.00787133820363863 0.000289681228306498 0.00286599879247799 200955944.505109
"752" 201709 2 14018 80 752 0.00440398008351199 0.00016003696131201 0.00204341166420611 200969838.051371
"753" 201710 2 14003 75 712 0.00359623474666134 0.000143849389866453 0.00244841905423614 200983722.95632
"754" 201711 2 13861 51 712 0.00298379381208963 8.59121141908421e-05 0.00275745790226054 200997599.728268
"755" 201712 2 13755 51 714 0.00282027132423822 0.000105082224821376 0.00332600172720289 201011468.87553
"756" 201713 2 13656 60 661 0.00198556810061023 8.38972436877561e-05 0.00321111591901663 201025330.906416
"757" 201714 2 13887 57 696 0.00111397716737312 5.26044773481749e-05 0.00242053210020987 201039186.32924
"758" 201715 2 13664 24 683 0.00068823222628678 1.56416415065177e-05 0.0017309392687014 201053035.652314
"759" 201716 2 13253 31 601 0.000432679733197597 3.35174441209406e-05 0.00114095624975326 201066879.38395
"760" 201717 2 13394 14 591 0.000255561239774516 1.34505915670798e-05 0.000747774916685768 201080718.032461
"761" 201718 2 13450 12 588 0.000208945163935044 1.30590727459403e-05 0.000594901977981075 201094552.10616
"762" 201719 2 13322 8 576 0.000219055622398412 6.91754597047616e-06 0.000530545699648693 201108382.113359
"763" 201720 2 13694 9 593 0.00021746587293065 1.7537570397633e-05 0.00046405743239509 201122208.56237
"764" 201721 2 13045 1 604 0.00016913792427409 2.88772065833813e-05 0.000381958120435732 201136031.961506
"765" 201722 2 13375 5 544 0.000196727910172202 5.04430538903083e-06 0.000354494831759515 201149852.81908
"766" 201723 2 13397 3 552 0.000133846193934216 2.2307698989036e-05 0.000257260730067804 201163671.643404
"767" 201724 2 13395 5 557 0.000126164351431778 2.46174344257127e-05 0.000192218001818327 201177488.94279
"768" 201725 2 13575 2 577 0.000113022077093772 1.41277596367214e-05 0.000147164162882515 201191305.225551
"769" 201726 2 13435 3 566 0.000111016743107689 1.23351936786321e-05 0.000123351936786321 201205121
"770" 201727 2 13802 8 508 7.10531509288668e-05 2.63159818255062e-05 0.000100036780227096 201218936.68973
"771" 201728 2 13204 1 579 8.61516427695453e-05 1.1486885702606e-05 6.99003101561992e-05 201232752.37946
"772" 201729 2 13153 2 508 7.12680826297602e-05 1.99550631363328e-05 4.56115728830465e-05 201246568.06919
"773" 201730 2 12934 1 519 6.87076853392405e-05 1.52683745198312e-05 5.9982899899337e-05 201260383.75892
"774" 201731 2 13210 2 498 0.000108198782233838 1.16971656469014e-05 4.17029383933008e-05 201274199.44865
"775" 201732 2 13343 4 572 8.23686121375532e-05 7.06016675464742e-06 6.61527953449156e-05 201288015.13838
"776" 201733 2 13170 1 552 5.97447819616833e-05 1.19489563923367e-05 4.54060342908793e-05 201301830.82811
"777" 201734 2 12995 2 541 9.23118609495087e-05 7.28777849601384e-06 4.48899783416439e-05 201315646.51784
"778" 201735 2 13240 1 507 0.000105431136343306 3.67783033755718e-05 6.89926984774754e-05 201329462.20757
"779" 201736 2 13469 1 520 0.000105082756632953 1.27116237862443e-05 5.69555245982933e-05 201343277.8973
"780" 201737 2 13239 1 587 0.000134678428574647 9.88465530823097e-06 7.03279867538325e-05 201357093.587029
"781" 201738 2 13295 2 522 0.00012439476758604 2.46326272447604e-06 6.94478268123263e-05 201370909.276759
"782" 201739 2 13237 5 550 0.000129997947530397 1.0924197271462e-05 7.00064848370527e-05 201384724.966489
"783" 201740 2 13431 4 577 0.000171452447496571 1.81209903858165e-05 9.23140219253367e-05 201398540.656219
"784" 201741 2 13258 2 589 0.000181618649629376 1.7780846816862e-05 7.87949623053681e-05 201412356.345949
"785" 201742 2 13271 7 558 0.00020310953446864 1.64366097257859e-05 8.68707764798087e-05 201426172.035679
"786" 201743 2 13028 8 605 0.000254921110402048 3.744603881612e-05 0.000117649243228932 201439987.725409
"787" 201744 2 13508 6 610 0.000391584290869563 3.64633145344128e-05 0.000186366651259385 201453803.415139
"788" 201745 2 13420 6 595 0.000549668592186632 5.06044100743248e-05 0.000210008047438236 201467619.104869
"789" 201746 2 13395 14 630 0.000719908970355999 9.95429687405826e-05 0.00028100481830575 201481434.794599
"790" 201747 2 13460 11 569 0.00120868083194638 0.000100928541975156 0.000346027027690345 201495250.484329
"791" 201748 2 13577 17 637 0.00118909139820163 9.20489534140856e-05 0.00035990798537658 201509066.174059
"792" 201749 2 13704 25 671 0.00188204351204748 0.000128321148548692 0.000464331630085793 201522881.863789
"793" 201750 2 14016 42 697 0.00380250102390682 0.000344311064292951 0.000767523991763291 201536697.553519
"794" 201751 2 14391 68 740 0.00778823315780462 0.000750673075451047 0.00156967227282322 201550513.243249
"795" 201752 2 14601 145 838 0.0108050431044372 0.00100629882178678 0.00205876748122483 201564328.932979
"796" 201801 2 15757 220 924 0.0103720889063637 0.00100273971300193 0.00221502462360515 201578144.622709
"797" 201802 2 15625 288 984 0.0109492492348684 0.00130815403045022 0.00262641303051186 201591960.312439
"798" 201803 2 14674 328 968 0.0118102576817023 0.00175897454833864 0.00358461993358881 201605776.002169
"799" 201804 2 14485 296 853 0.0121462203791384 0.00238768074435192 0.00467454436760088 201619591.691899
"800" 201805 2 14269 264 843 0.0118830548372436 0.00258867191390113 0.00636477839473105 201633407.381629
"801" 201806 2 14441 253 865 0.0106366269545164 0.00283817613577513 0.00750106281407699 201647223.071359
"802" 201807 2 14053 257 841 0.00777442874902707 0.00255683084526826 0.00745929480865048 201661038.761088
"803" 201808 2 13708 193 790 0.00480422371787264 0.00136150233225971 0.00549820910141383 201674854.450818
